gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene,description,Regulation
ENSMUSG00000050270,44.73712435,-0.061735748,0.401146561,-0.153898236,0.877689975,0.978289427,Tmem220,transmembrane protein 220 [Source:MGI Symbol;Acc:MGI:2443691],Not Significant
ENSMUSG00000074649,1121.607694,-0.023116867,0.15027993,-0.153825381,0.877747421,0.978289427,BC029722,cDNA sequence BC029722 [Source:MGI Symbol;Acc:MGI:3584273],Not Significant
ENSMUSG00000078202,433.1230521,-0.042853835,0.278589866,-0.153824098,0.877748432,0.978289427,Nrarp,Notch-regulated ankyrin repeat protein [Source:MGI Symbol;Acc:MGI:1914372],Not Significant
ENSMUSG00000028800,164.1301162,-0.05204734,0.338588876,-0.153718398,0.877831778,0.978289427,Hdac1,histone deacetylase 1 [Source:MGI Symbol;Acc:MGI:108086],Not Significant
ENSMUSG00000004207,23241.96685,0.030012142,0.195253954,0.153708242,0.877839786,0.978289427,Psap,prosaposin [Source:MGI Symbol;Acc:MGI:97783],Not Significant
ENSMUSG00000044405,13.41394805,-0.139141902,0.905329721,-0.153691963,0.877852622,0.978289427,Adig,adipogenin [Source:MGI Symbol;Acc:MGI:2675492],Not Significant
ENSMUSG00000021690,710.7653411,-0.059747482,0.389337185,-0.153459481,0.878035941,0.978289427,Jmy,junction-mediating and regulatory protein [Source:MGI Symbol;Acc:MGI:1913096],Not Significant
ENSMUSG00000059208,857.2194778,-0.02988413,0.194820416,-0.153393215,0.878088195,0.978289427,Hnrnpm,heterogeneous nuclear ribonucleoprotein M [Source:MGI Symbol;Acc:MGI:1926465],Not Significant
ENSMUSG00000041997,571.9134979,0.029603135,0.19299351,0.153389278,0.8780913,0.978289427,Tlk1,tousled-like kinase 1 [Source:MGI Symbol;Acc:MGI:2441683],Not Significant
ENSMUSG00000115099,8.338217856,-0.131856326,0.859902841,-0.153338633,0.878131236,0.978289427,1700087I21Rik,RIKEN cDNA 1700087I21 gene [Source:MGI Symbol;Acc:MGI:1923869],Not Significant
ENSMUSG00000058638,348.9350452,-0.038756594,0.252837537,-0.15328655,0.878172307,0.978289427,Zfp110,zinc finger protein 110 [Source:MGI Symbol;Acc:MGI:1890378],Not Significant
ENSMUSG00000026090,37.51418191,0.09468453,0.618536712,0.153078269,0.878336552,0.978289427,Cracdl,capping protein inhibiting regulator of actin like [Source:MGI Symbol;Acc:MGI:1919347],Not Significant
ENSMUSG00000070720,157.3755153,-0.052441127,0.342834691,-0.152963303,0.878427214,0.978289427,Tmem200b,transmembrane protein 200B [Source:MGI Symbol;Acc:MGI:3646343],Not Significant
ENSMUSG00000049470,1005.479501,0.05559927,0.363582045,0.152920836,0.878460704,0.978289427,Aff4,"AF4/FMR2 family, member 4 [Source:MGI Symbol;Acc:MGI:2136171]",Not Significant
ENSMUSG00000027792,248.6924831,-0.072458576,0.473957141,-0.152880017,0.878492895,0.978289427,Bche,butyrylcholinesterase [Source:MGI Symbol;Acc:MGI:894278],Not Significant
ENSMUSG00000048388,27.7044549,0.065366458,0.427842903,0.152781447,0.878570629,0.978289427,Fam171b,"family with sequence similarity 171, member B [Source:MGI Symbol;Acc:MGI:2444579]",Not Significant
ENSMUSG00000034158,1120.842191,0.063121518,0.413687435,0.152582633,0.878727422,0.978289427,Lrrc58,leucine rich repeat containing 58 [Source:MGI Symbol;Acc:MGI:2443542],Not Significant
ENSMUSG00000044072,45.92782609,-0.082674855,0.542428923,-0.152416016,0.878858826,0.978289427,Eml6,echinoderm microtubule associated protein like 6 [Source:MGI Symbol;Acc:MGI:2442895],Not Significant
ENSMUSG00000038271,352.6069002,-0.057899546,0.379912691,-0.152402241,0.87886969,0.978289427,Iffo1,intermediate filament family orphan 1 [Source:MGI Symbol;Acc:MGI:2444516],Not Significant
ENSMUSG00000005882,1192.055229,-0.057263894,0.375798482,-0.15237926,0.878887814,0.978289427,Uqcc1,ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1929472],Not Significant
ENSMUSG00000037960,1088.649304,0.023422521,0.153737766,0.152353726,0.878907952,0.978289427,Card19,"caspase recruitment domain family, member 19 [Source:MGI Symbol;Acc:MGI:1915730]",Not Significant
ENSMUSG00000007837,142.4184068,0.038659181,0.253976953,0.15221531,0.879017119,0.978289427,Prrg2,proline-rich Gla (G-carboxyglutamic acid) polypeptide 2 [Source:MGI Symbol;Acc:MGI:1929596],Not Significant
ENSMUSG00000021719,81.48603952,-0.07420086,0.487614226,-0.152171238,0.879051879,0.978289427,Rgs7bp,regulator of G-protein signalling 7 binding protein [Source:MGI Symbol;Acc:MGI:106334],Not Significant
ENSMUSG00000019802,1032.402819,-0.02425396,0.159420637,-0.152138147,0.879077977,0.978289427,Sec63,SEC63-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2155302],Not Significant
ENSMUSG00000029394,545.9204685,0.033398749,0.219531106,0.15213675,0.879079079,0.978289427,Cdk2ap1,CDK2 (cyclin-dependent kinase 2)-associated protein 1 [Source:MGI Symbol;Acc:MGI:1202069],Not Significant
ENSMUSG00000050373,394.0595664,0.048322528,0.31808006,0.151919388,0.879250516,0.978289427,Snx21,sorting nexin family member 21 [Source:MGI Symbol;Acc:MGI:1917729],Not Significant
ENSMUSG00000003604,286.7945508,-0.037916145,0.249593856,-0.15191137,0.879256841,0.978289427,Aven,"apoptosis, caspase activation inhibitor [Source:MGI Symbol;Acc:MGI:1921518]",Not Significant
ENSMUSG00000120219,21.64529473,-0.100204914,0.659820382,-0.151866957,0.87929187,0.978289427,-,novel transcript,Not Significant
ENSMUSG00000020738,457.9613812,-0.07382164,0.486850922,-0.151630892,0.879478067,0.978289427,Sumo2,small ubiquitin-like modifier 2 [Source:MGI Symbol;Acc:MGI:2158813],Not Significant
ENSMUSG00000113611,8.093526272,0.117980345,0.778250975,0.151596783,0.879504971,0.978289427,Gm47750,"predicted gene, 47750 [Source:MGI Symbol;Acc:MGI:6096894]",Not Significant
ENSMUSG00000098024,17.28677894,-0.095817897,0.632141538,-0.151576651,0.87952085,0.978289427,Gm27003,"predicted gene, 27003 [Source:MGI Symbol;Acc:MGI:5504118]",Not Significant
ENSMUSG00000106189,15.15689313,0.084824527,0.560509197,0.151334763,0.879711648,0.978289427,Gm42933,predicted gene 42933 [Source:MGI Symbol;Acc:MGI:5663070],Not Significant
ENSMUSG00000034709,275.1389995,0.044331123,0.293188124,0.151203678,0.879815049,0.978289427,Ppp1r21,"protein phosphatase 1, regulatory subunit 21 [Source:MGI Symbol;Acc:MGI:1921075]",Not Significant
ENSMUSG00000082588,7.240029098,0.14151641,0.936224708,0.151156457,0.879852298,0.978289427,Gm15443,predicted gene 15443 [Source:MGI Symbol;Acc:MGI:3642525],Not Significant
ENSMUSG00000030421,326.789853,-0.045642916,0.301992154,-0.15113941,0.879865745,0.978289427,Uri1,"URI1, prefoldin-like chaperone [Source:MGI Symbol;Acc:MGI:1342294]",Not Significant
ENSMUSG00000022722,119.2327444,0.057445465,0.380102217,0.151131624,0.879871887,0.978289427,Arl6,ADP-ribosylation factor-like 6 [Source:MGI Symbol;Acc:MGI:1927136],Not Significant
ENSMUSG00000066551,587.8630979,-0.051199682,0.339326431,-0.150886219,0.880065471,0.978289427,Hmgb1,high mobility group box 1 [Source:MGI Symbol;Acc:MGI:96113],Not Significant
ENSMUSG00000112368,9.248024028,0.154154945,1.021918328,0.150848596,0.880095151,0.978289427,Gm49376,"predicted gene, 49376 [Source:MGI Symbol;Acc:MGI:6121596]",Not Significant
ENSMUSG00000034748,161.1377696,-0.057310896,0.380038958,-0.150802686,0.880131367,0.978289427,Sirt6,sirtuin 6 [Source:MGI Symbol;Acc:MGI:1354161],Not Significant
ENSMUSG00000100228,24.58362559,0.08788152,0.582899203,0.150766238,0.88016012,0.978289427,Gm29257,predicted gene 29257 [Source:MGI Symbol;Acc:MGI:5579963],Not Significant
ENSMUSG00000090264,7.752349518,-0.1429237,0.948469115,-0.150688828,0.880221186,0.978289427,Eif4ebp3,eukaryotic translation initiation factor 4E binding protein 3 [Source:MGI Symbol;Acc:MGI:1270847],Not Significant
ENSMUSG00000004768,140.2228685,-0.045257232,0.300362234,-0.150675509,0.880231694,0.978289427,Rab23,"RAB23, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:99833]",Not Significant
ENSMUSG00000024382,351.2734441,0.031999261,0.212459525,0.150613444,0.880280655,0.978289427,Ercc3,"excision repair cross-complementing rodent repair deficiency, complementation group 3 [Source:MGI Symbol;Acc:MGI:95414]",Not Significant
ENSMUSG00000113258,54.09544824,-0.051518851,0.342188766,-0.150556817,0.880325328,0.978289427,Gm7446,predicted gene 7446 [Source:MGI Symbol;Acc:MGI:3644947],Not Significant
ENSMUSG00000031807,704.8304431,-0.049598469,0.329630045,-0.150467077,0.880396124,0.978289427,Pgls,6-phosphogluconolactonase [Source:MGI Symbol;Acc:MGI:1913421],Not Significant
ENSMUSG00000074405,261.6916154,0.062800474,0.418083774,0.150210264,0.880598728,0.978289427,Zfp865,zinc finger protein 865 [Source:MGI Symbol;Acc:MGI:2442656],Not Significant
ENSMUSG00000018042,2227.15889,0.042583828,0.283784567,0.150056885,0.880719736,0.978289427,Cyb5r3,cytochrome b5 reductase 3 [Source:MGI Symbol;Acc:MGI:94893],Not Significant
ENSMUSG00000034145,8.222836501,-0.124256862,0.828372004,-0.150001282,0.880763604,0.978289427,Tmem63c,transmembrane protein 63c [Source:MGI Symbol;Acc:MGI:2444386],Not Significant
ENSMUSG00000023110,516.6580476,-0.039299476,0.262046311,-0.14997149,0.880787108,0.978289427,Prmt5,protein arginine N-methyltransferase 5 [Source:MGI Symbol;Acc:MGI:1351645],Not Significant
ENSMUSG00000084111,3619.079391,0.030051827,0.200435312,0.149932797,0.880817636,0.978289427,Gm15710,predicted gene 15710 [Source:MGI Symbol;Acc:MGI:3783151],Not Significant
ENSMUSG00000031337,255.7536191,0.04593983,0.306416438,0.149926129,0.880822897,0.978289427,Mtm1,X-linked myotubular myopathy gene 1 [Source:MGI Symbol;Acc:MGI:1099452],Not Significant
ENSMUSG00000059482,217.9591985,0.039512352,0.263741747,0.149814555,0.880910926,0.978289427,Cfap418,cilia and flagella associated protein 418 [Source:MGI Symbol;Acc:MGI:1914407],Not Significant
ENSMUSG00000021631,423.8391076,0.037341444,0.249320076,0.149773113,0.880943623,0.978289427,Mrps36-ps1,"mitichondrial ribosomal protein S36, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3809201]",Not Significant
ENSMUSG00000000194,909.39221,0.0224023,0.149652108,0.149695857,0.881004577,0.978289427,Gpr107,G protein-coupled receptor 107 [Source:MGI Symbol;Acc:MGI:2139054],Not Significant
ENSMUSG00000085521,114.6474242,0.048258298,0.322782714,0.149507072,0.881153529,0.978289427,4930526A20Rik,RIKEN cDNA 4930526A20 gene [Source:MGI Symbol;Acc:MGI:3612449],Not Significant
ENSMUSG00000004500,78.02575857,-0.047756737,0.319807311,-0.149329724,0.881293462,0.978289427,Zfp324,zinc finger protein 324 [Source:MGI Symbol;Acc:MGI:2444641],Not Significant
ENSMUSG00000015468,1830.721402,-0.063688289,0.426760049,-0.149236764,0.881366811,0.978289427,Notch4,notch 4 [Source:MGI Symbol;Acc:MGI:107471],Not Significant
ENSMUSG00000026753,695.5388159,0.028751546,0.192901977,0.149047441,0.881516199,0.978289427,Ppp6c,"protein phosphatase 6, catalytic subunit [Source:MGI Symbol;Acc:MGI:1915107]",Not Significant
ENSMUSG00000038384,388.079926,0.036772513,0.246846449,0.14896918,0.881577952,0.978289427,Setd1b,SET domain containing 1B [Source:MGI Symbol;Acc:MGI:2652820],Not Significant
ENSMUSG00000017478,550.433466,-0.032608808,0.218923101,-0.148950969,0.881592322,0.978289427,Zc3h18,zinc finger CCCH-type containing 18 [Source:MGI Symbol;Acc:MGI:1923264],Not Significant
ENSMUSG00000082675,68.02020749,-0.060251494,0.404548684,-0.148935089,0.881604853,0.978289427,Gm6382,predicted gene 6382 [Source:MGI Symbol;Acc:MGI:3646438],Not Significant
ENSMUSG00000037824,517.5680645,0.039766045,0.26703494,0.148917011,0.881619118,0.978289427,Tspan14,tetraspanin 14 [Source:MGI Symbol;Acc:MGI:1196325],Not Significant
ENSMUSG00000120175,38.67118108,-0.062303631,0.418406867,-0.148906808,0.881627169,0.978289427,-,novel transcript,Not Significant
ENSMUSG00000024299,1286.116266,0.042789001,0.287522019,0.14881991,0.88169574,0.978289427,Adamts10,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 [Source:MGI Symbol;Acc:MGI:2449112]",Not Significant
ENSMUSG00000069835,65.27550872,-0.050935033,0.342359172,-0.148776598,0.881729917,0.978289427,Sat2,spermidine/spermine N1-acetyl transferase 2 [Source:MGI Symbol;Acc:MGI:1916465],Not Significant
ENSMUSG00000064346,691.4604617,-0.061511203,0.413588098,-0.148725758,0.881770035,0.978289427,mt-Tw,mitochondrially encoded tRNA tryptophan [Source:MGI Symbol;Acc:MGI:102471],Not Significant
ENSMUSG00000078676,635.3951853,-0.02941079,0.197803799,-0.148686679,0.881800873,0.978289427,Casc3,cancer susceptibility candidate 3 [Source:MGI Symbol;Acc:MGI:2179723],Not Significant
ENSMUSG00000000881,196.6834856,0.039165692,0.263692211,0.148528059,0.881926044,0.978289427,Dlg3,discs large MAGUK scaffold protein 3 [Source:MGI Symbol;Acc:MGI:1888986],Not Significant
ENSMUSG00000079481,187.1021805,0.035802445,0.241139645,0.148471835,0.881970412,0.978289427,Nhsl2,NHS-like 2 [Source:MGI Symbol;Acc:MGI:3645090],Not Significant
ENSMUSG00000104950,25.59418364,0.068491672,0.461485417,0.148415681,0.882014726,0.978289427,4833413G10Rik,RIKEN cDNA 4833413G10 gene [Source:MGI Symbol;Acc:MGI:1921834],Not Significant
ENSMUSG00000040688,350.8821915,0.025221489,0.170120522,0.148256595,0.882140269,0.978289427,Tbl3,transducin (beta)-like 3 [Source:MGI Symbol;Acc:MGI:2384863],Not Significant
ENSMUSG00000049760,1754.716227,0.051396254,0.346715964,0.148237345,0.882155461,0.978289427,Micos13,mitochondrial contact site and cristae organizing system subunit 13 [Source:MGI Symbol;Acc:MGI:2442174],Not Significant
ENSMUSG00000045100,406.5147243,-0.055042196,0.371501523,-0.148161427,0.882215373,0.978289427,Slc25a26,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26 [Source:MGI Symbol;Acc:MGI:1914832]",Not Significant
ENSMUSG00000060591,1466.639372,0.083228712,0.561981439,0.148098684,0.882264888,0.978289427,Ifitm2,interferon induced transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1933382],Not Significant
ENSMUSG00000044098,231.5239065,-0.04668337,0.315287918,-0.148065839,0.882290809,0.978289427,Rsbn1,"rosbin, round spermatid basic protein 1 [Source:MGI Symbol;Acc:MGI:2444993]",Not Significant
ENSMUSG00000021973,1554.016786,0.040446814,0.273310644,0.147988434,0.882351896,0.978289427,Micu2,mitochondrial calcium uptake 2 [Source:MGI Symbol;Acc:MGI:1915764],Not Significant
ENSMUSG00000079509,375.1141227,0.037512904,0.253500049,0.14797987,0.882358655,0.978289427,Zfx,zinc finger protein X-linked [Source:MGI Symbol;Acc:MGI:99211],Not Significant
ENSMUSG00000019080,132.6123211,-0.036673705,0.247916316,-0.14792776,0.88239978,0.978289427,Mfsd3,major facilitator superfamily domain containing 3 [Source:MGI Symbol;Acc:MGI:1916822],Not Significant
ENSMUSG00000033595,27.72531315,0.084605758,0.57214376,0.147874999,0.882441419,0.978289427,Lgi3,"leucine-rich repeat LGI family, member 3 [Source:MGI Symbol;Acc:MGI:2182619]",Not Significant
ENSMUSG00000084838,309.1522971,-0.041796327,0.283021971,-0.147678737,0.882596313,0.978289427,Gm10241,predicted pseudogene 10241 [Source:MGI Symbol;Acc:MGI:3704461],Not Significant
ENSMUSG00000032410,318.8504453,0.040864401,0.276795093,0.147634123,0.882631524,0.978289427,Xrn1,5'-3' exoribonuclease 1 [Source:MGI Symbol;Acc:MGI:891964],Not Significant
ENSMUSG00000078151,155.1719312,-0.038588175,0.261457628,-0.147588636,0.882667424,0.978289427,Gm12226,predicted pseudogene 12226 [Source:MGI Symbol;Acc:MGI:3649742],Not Significant
ENSMUSG00000010051,91.30721096,0.097283058,0.659644054,0.147478109,0.882754657,0.978289427,Hyal1,hyaluronoglucosaminidase 1 [Source:MGI Symbol;Acc:MGI:96298],Not Significant
ENSMUSG00000035235,82.07373983,0.050192829,0.340505566,0.14740678,0.882810954,0.978289427,Trim13,tripartite motif-containing 13 [Source:MGI Symbol;Acc:MGI:1913847],Not Significant
ENSMUSG00000026974,239.3427231,-0.031451443,0.213395948,-0.14738538,0.882827845,0.978289427,Zmynd19,"zinc finger, MYND domain containing 19 [Source:MGI Symbol;Acc:MGI:1914437]",Not Significant
ENSMUSG00000025555,281.1842666,-0.054802332,0.371968197,-0.147330692,0.882871008,0.978289427,Farp1,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived) [Source:MGI Symbol;Acc:MGI:2446173]",Not Significant
ENSMUSG00000059878,461.219352,-0.046898938,0.318364629,-0.147312024,0.882885742,0.978289427,Zfp422,zinc finger protein 422 [Source:MGI Symbol;Acc:MGI:1914505],Not Significant
ENSMUSG00000072844,10.87929231,0.146684235,0.99589079,0.147289478,0.882903537,0.978289427,G530011O06Rik,RIKEN cDNA G530011O06 gene [Source:MGI Symbol;Acc:MGI:3603513],Not Significant
ENSMUSG00000040987,156.850487,-0.047186197,0.320453667,-0.14724811,0.882936188,0.978289427,Mill2,MHC I like leukocyte 2 [Source:MGI Symbol;Acc:MGI:2179989],Not Significant
ENSMUSG00000039046,204.4282749,-0.034516454,0.234812681,-0.1469957,0.883135415,0.978289427,Usp6nl,USP6 N-terminal like [Source:MGI Symbol;Acc:MGI:2138893],Not Significant
ENSMUSG00000020457,740.7605898,0.026055769,0.177264436,0.146988138,0.883141383,0.978289427,Drg1,developmentally regulated GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1343297],Not Significant
ENSMUSG00000002661,951.1737583,0.041613197,0.283257433,0.146909463,0.883203483,0.978289427,Alkbh7,alkB homolog 7 [Source:MGI Symbol;Acc:MGI:1913650],Not Significant
ENSMUSG00000030330,572.2237391,-0.033125384,0.225535283,-0.14687451,0.883231072,0.978289427,Ing4,"inhibitor of growth family, member 4 [Source:MGI Symbol;Acc:MGI:107307]",Not Significant
ENSMUSG00000028842,394.1378091,-0.025735348,0.175253996,-0.146845999,0.883253576,0.978289427,Ago3,argonaute RISC catalytic subunit 3 [Source:MGI Symbol;Acc:MGI:2446634],Not Significant
ENSMUSG00000106662,37.86970921,-0.055321419,0.377041803,-0.146724896,0.883349167,0.978289427,Gm43034,predicted gene 43034 [Source:MGI Symbol;Acc:MGI:5663171],Not Significant
ENSMUSG00000052563,105.0094054,-0.06429848,0.438362024,-0.146678946,0.883385437,0.978289427,D930048N14Rik,RIKEN cDNA D930048N14 gene [Source:MGI Symbol;Acc:MGI:2144709],Not Significant
ENSMUSG00000042564,30.17390376,-0.078957468,0.538505071,-0.146623444,0.883429248,0.978289427,Fam227a,"family with sequence similarity 227, member A [Source:MGI Symbol;Acc:MGI:1922979]",Not Significant
ENSMUSG00000024059,1020.046125,0.079391959,0.541758384,0.146544956,0.883491203,0.978289427,Clip4,"CAP-GLY domain containing linker protein family, member 4 [Source:MGI Symbol;Acc:MGI:1919100]",Not Significant
ENSMUSG00000025162,1477.486218,0.022340983,0.152486615,0.146511111,0.883517919,0.978289427,Csnk1d,"casein kinase 1, delta [Source:MGI Symbol;Acc:MGI:1355272]",Not Significant
ENSMUSG00000024726,383.6733628,-0.061756275,0.421546227,-0.146499414,0.883527153,0.978289427,Carnmt1,carnosine N-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1914633],Not Significant
ENSMUSG00000030612,652.1488548,0.044809514,0.305924724,0.146472352,0.883548515,0.978289427,Mrpl46,mitochondrial ribosomal protein L46 [Source:MGI Symbol;Acc:MGI:1914558],Not Significant
ENSMUSG00000015002,747.4196174,-0.042426317,0.289705703,-0.146446259,0.883569111,0.978289427,Efr3a,EFR3 homolog A [Source:MGI Symbol;Acc:MGI:1923990],Not Significant
ENSMUSG00000003872,20.04170755,-0.096132267,0.656658563,-0.146396122,0.883608689,0.978289427,Lin7b,"lin-7 homolog B, crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1330858]",Not Significant
ENSMUSG00000022622,20.15776811,-0.124893519,0.853466658,-0.146336728,0.883655573,0.978289427,Acr,acrosin prepropeptide [Source:MGI Symbol;Acc:MGI:87884],Not Significant
ENSMUSG00000121255,6.494106799,-0.142887942,0.977129682,-0.146232322,0.883737991,0.978289427,-,"novel transcript, antisense to Zbtb6",Not Significant
ENSMUSG00000025139,1301.653538,-0.040688454,0.278505355,-0.146095769,0.883845786,0.978289427,Tollip,toll interacting protein [Source:MGI Symbol;Acc:MGI:1891808],Not Significant
ENSMUSG00000108825,11.27348921,0.093331275,0.639191285,0.146014624,0.883909843,0.978289427,Gm45838,predicted gene 45838 [Source:MGI Symbol;Acc:MGI:5804953],Not Significant
ENSMUSG00000071256,129.1942461,-0.037485046,0.256838901,-0.145947698,0.883962677,0.978289427,Zfp213,zinc finger protein 213 [Source:MGI Symbol;Acc:MGI:3053094],Not Significant
ENSMUSG00000060798,420.6274727,-0.049524628,0.33938832,-0.145923194,0.883982022,0.978289427,Intu,inturned planar cell polarity protein [Source:MGI Symbol;Acc:MGI:2443752],Not Significant
ENSMUSG00000033066,34.75648819,0.078381354,0.537154757,0.1459195,0.883984937,0.978289427,Gas7,growth arrest specific 7 [Source:MGI Symbol;Acc:MGI:1202388],Not Significant
ENSMUSG00000025409,621.0281473,0.049281884,0.337764402,0.145906091,0.883995523,0.978289427,Mbd6,methyl-CpG binding domain protein 6 [Source:MGI Symbol;Acc:MGI:106378],Not Significant
ENSMUSG00000020232,986.1509293,0.038262144,0.262383428,0.145825306,0.884059298,0.978289427,Hmg20b,high mobility group 20B [Source:MGI Symbol;Acc:MGI:1341190],Not Significant
ENSMUSG00000085207,13.68541587,-0.092157217,0.63220895,-0.145770187,0.884102812,0.978289427,Gm11767,predicted gene 11767 [Source:MGI Symbol;Acc:MGI:3650674],Not Significant
ENSMUSG00000031889,300.2696942,0.069579849,0.477522728,0.145710026,0.884150306,0.978289427,Phaf1,phagosome assembly factor 1 [Source:MGI Symbol;Acc:MGI:2443049],Not Significant
ENSMUSG00000030424,16.05352407,-0.163892151,1.12574548,-0.14558544,0.884248663,0.978289427,Zfp939,zinc finger protein 939 [Source:MGI Symbol;Acc:MGI:3036240],Not Significant
ENSMUSG00000074506,165.8420835,0.03919537,0.269262201,0.145565808,0.884264162,0.978289427,Gm10705,predicted gene 10705 [Source:MGI Symbol;Acc:MGI:3708678],Not Significant
ENSMUSG00000024844,719.9092965,0.035170904,0.241944645,0.145367566,0.884420671,0.978289427,Banf1,BAF nuclear assembly factor 1 [Source:MGI Symbol;Acc:MGI:1346330],Not Significant
ENSMUSG00000015083,36.80474231,-0.066881809,0.460240555,-0.145319244,0.884458822,0.978289427,C8g,"complement component 8, gamma polypeptide [Source:MGI Symbol;Acc:MGI:88237]",Not Significant
ENSMUSG00000024797,375.7029503,-0.029436369,0.202619426,-0.145279107,0.88449051,0.978289427,Vps51,VPS51 GARP complex subunit [Source:MGI Symbol;Acc:MGI:1915755],Not Significant
ENSMUSG00000030613,609.8825166,-0.055542433,0.382355327,-0.145263917,0.884502502,0.978289427,Ccdc90b,coiled-coil domain containing 90B [Source:MGI Symbol;Acc:MGI:1913615],Not Significant
ENSMUSG00000074476,108.4550705,-0.046651505,0.321281952,-0.14520425,0.884549611,0.978289427,Spc24,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914879]",Not Significant
ENSMUSG00000077167,25.91934877,-0.069239953,0.47703643,-0.145146048,0.884595562,0.978289427,Gm24119,"predicted gene, 24119 [Source:MGI Symbol;Acc:MGI:5453896]",Not Significant
ENSMUSG00000082272,33.2808158,-0.054912115,0.378496942,-0.145079415,0.884648171,0.978289427,Gm11675,predicted gene 11675 [Source:MGI Symbol;Acc:MGI:3650970],Not Significant
ENSMUSG00000001249,85.37338586,-0.040416107,0.278581767,-0.145078077,0.884649227,0.978289427,Hpn,hepsin [Source:MGI Symbol;Acc:MGI:1196620],Not Significant
ENSMUSG00000024370,656.9432112,-0.022279399,0.153582266,-0.145064919,0.884659616,0.978289427,Cdc23,CDC23 cell division cycle 23 [Source:MGI Symbol;Acc:MGI:1098815],Not Significant
ENSMUSG00000026799,210.5873754,0.028736306,0.198103761,0.14505684,0.884665995,0.978289427,Med27,mediator complex subunit 27 [Source:MGI Symbol;Acc:MGI:1916225],Not Significant
ENSMUSG00000078896,51.02048234,0.056327204,0.388421348,0.145015727,0.884698455,0.978289427,Zfp965,zinc finger protein 965 [Source:MGI Symbol;Acc:MGI:3779822],Not Significant
ENSMUSG00000073985,94.90072181,0.044951982,0.310392332,0.144823109,0.884850536,0.978368293,Gm10602,predicted gene 10602 [Source:MGI Symbol;Acc:MGI:3708759],Not Significant
ENSMUSG00000034259,465.7929193,0.037794393,0.261267033,0.144658102,0.884980821,0.978368293,Exosc4,exosome component 4 [Source:MGI Symbol;Acc:MGI:1923576],Not Significant
ENSMUSG00000040414,565.0081588,-0.049384455,0.341388281,-0.144657733,0.884981112,0.978368293,Slc25a28,"solute carrier family 25, member 28 [Source:MGI Symbol;Acc:MGI:2180509]",Not Significant
ENSMUSG00000092281,17.90764268,0.102228562,0.706852172,0.144625094,0.885006883,0.978368293,Hmgb1-ps7,"high-mobility group high mobility group box 1, pseudogene 7 [Source:MGI Symbol;Acc:MGI:3648695]",Not Significant
ENSMUSG00000047686,25.51180241,-0.07691472,0.532126934,-0.144542054,0.885072451,0.978375246,Rtl3,retrotransposon Gag like 3 [Source:MGI Symbol;Acc:MGI:2685221],Not Significant
ENSMUSG00000031583,148.3178024,0.0570592,0.395142975,0.144401404,0.885183508,0.978432481,Wrn,Werner syndrome RecQ like helicase [Source:MGI Symbol;Acc:MGI:109635],Not Significant
ENSMUSG00000031519,240.5275441,-0.046172114,0.319980727,-0.144296545,0.885266306,0.978458473,Asb5,ankyrin repeat and SOCs box-containing 5 [Source:MGI Symbol;Acc:MGI:1923544],Not Significant
ENSMUSG00000033075,301.3119805,-0.062261129,0.43225733,-0.144037184,0.885471107,0.9786193,Senp1,SUMO1/sentrin specific peptidase 1 [Source:MGI Symbol;Acc:MGI:2445054],Not Significant
ENSMUSG00000044548,119.5839056,0.066617955,0.463018959,0.14387738,0.885597298,0.978690672,Dact1,dishevelled-binding antagonist of beta-catenin 1 [Source:MGI Symbol;Acc:MGI:1891740],Not Significant
ENSMUSG00000110528,31.53917184,-0.065953065,0.45944649,-0.143548959,0.885856648,0.978690672,Gm1943,predicted gene 1943 [Source:MGI Symbol;Acc:MGI:3037801],Not Significant
ENSMUSG00000110618,11.5631072,0.088091298,0.613788782,0.14352054,0.88587909,0.978690672,Gm39822,"predicted gene, 39822 [Source:MGI Symbol;Acc:MGI:5622707]",Not Significant
ENSMUSG00000062078,3892.410771,0.057869652,0.403657587,0.143363222,0.886003327,0.978690672,Qki,"quaking, KH domain containing RNA binding [Source:MGI Symbol;Acc:MGI:97837]",Not Significant
ENSMUSG00000032560,634.602576,0.030078151,0.209841653,0.14333737,0.886023743,0.978690672,Dnajc13,DnaJ heat shock protein family (Hsp40) member C13 [Source:MGI Symbol;Acc:MGI:2676368],Not Significant
ENSMUSG00000121171,31.42114382,-0.083571337,0.583221898,-0.143292522,0.886059161,0.978690672,-,novel transcript,Not Significant
