gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene,description,Regulation
ENSMUSG00000063388,236.749418,5.593876277,0.5260899,10.63292847,2.09E-26,3.46E-22,BC023105,cDNA sequence BC023105 [Source:MGI Symbol;Acc:MGI:2384767],Up
ENSMUSG00000029311,1248.953731,-1.521453635,0.155935727,-9.756927837,1.72E-22,1.42E-18,Hsd17b11,hydroxysteroid (17-beta) dehydrogenase 11 [Source:MGI Symbol;Acc:MGI:2149821],Down
ENSMUSG00000028238,85.68444464,5.318681903,0.573455973,9.274786826,1.78E-20,9.79E-17,Atp6v0d2,"ATPase, H+ transporting, lysosomal V0 subunit D2 [Source:MGI Symbol;Acc:MGI:1924415]",Up
ENSMUSG00000022853,502.7312154,-2.573842001,0.282784003,-9.101794907,8.89E-20,3.67E-16,Ehhadh,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1277964]",Down
ENSMUSG00000066000,85.91716341,6.461664144,0.715428564,9.031878886,1.69E-19,5.57E-16,Zfp979,zinc finger protein 979 [Source:MGI Symbol;Acc:MGI:2148252],Up
ENSMUSG00000069515,60.0017349,3.460284473,0.390053179,8.871314635,7.23E-19,1.99E-15,Lyz1,lysozyme 1 [Source:MGI Symbol;Acc:MGI:96902],Up
ENSMUSG00000028111,380.6320802,2.151374696,0.251553792,8.552344518,1.21E-17,2.84E-14,Ctsk,cathepsin K [Source:MGI Symbol;Acc:MGI:107823],Up
ENSMUSG00000000805,1203.813271,-1.648705899,0.193888461,-8.503372956,1.84E-17,3.80E-14,Car4,carbonic anhydrase 4 [Source:MGI Symbol;Acc:MGI:1096574],Down
ENSMUSG00000020889,680.3283602,1.696452726,0.200434067,8.463894147,2.59E-17,4.74E-14,Nr1d1,"nuclear receptor subfamily 1, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210]",Up
ENSMUSG00000030789,442.8296484,6.440340878,0.762841918,8.442562904,3.10E-17,5.12E-14,Itgax,integrin alpha X [Source:MGI Symbol;Acc:MGI:96609],Up
ENSMUSG00000090942,216.5093742,5.320546359,0.632268591,8.415009749,3.93E-17,5.89E-14,F830016B08Rik,RIKEN cDNA F830016B08 gene [Source:MGI Symbol;Acc:MGI:3588218],Up
ENSMUSG00000072902,82.44905987,-2.275772877,0.294357334,-7.731327239,1.06E-14,1.46E-11,Gm10435,predicted gene 10435 [Source:MGI Symbol;Acc:MGI:3642820],Down
ENSMUSG00000032942,1869.34972,-3.316888235,0.471790401,-7.030427552,2.06E-12,2.61E-09,Ucp3,"uncoupling protein 3 (mitochondrial, proton carrier) [Source:MGI Symbol;Acc:MGI:1099787]",Down
ENSMUSG00000060550,308.2436826,6.720211157,0.960752352,6.994738175,2.66E-12,3.13E-09,H2-Q7,"histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]",Up
ENSMUSG00000041378,1460.854508,-1.896140204,0.272354866,-6.962020657,3.35E-12,3.69E-09,Cldn5,claudin 5 [Source:MGI Symbol;Acc:MGI:1276112],Down
ENSMUSG00000050335,1337.038485,5.446045475,0.794123702,6.8579309,6.99E-12,7.21E-09,Lgals3,"lectin, galactose binding, soluble 3 [Source:MGI Symbol;Acc:MGI:96778]",Up
ENSMUSG00000028427,980.3564671,-1.94172976,0.283749361,-6.843115884,7.75E-12,7.52E-09,Aqp7,aquaporin 7 [Source:MGI Symbol;Acc:MGI:1314647],Down
ENSMUSG00000095562,727.9219444,2.625775487,0.384439678,6.830136529,8.48E-12,7.78E-09,Gm55594,"predicted gene, 55594 [Source:MGI Symbol;Acc:MGI:6847656]",Up
ENSMUSG00000030889,310.7975599,-1.833343803,0.286750843,-6.393507973,1.62E-10,1.34E-07,Vwa3a,von Willebrand factor A domain containing 3A [Source:MGI Symbol;Acc:MGI:3041229],Down
ENSMUSG00000093938,87.21334578,9.935857612,1.554127771,6.393205111,1.62E-10,1.34E-07,Evi2b,ecotropic viral integration site 2b [Source:MGI Symbol;Acc:MGI:1890682],Up
ENSMUSG00000052776,42.83247986,-7.86747711,1.233504293,-6.378151381,1.79E-10,1.41E-07,Oas1a,2'-5' oligoadenylate synthetase 1A [Source:MGI Symbol;Acc:MGI:2180860],Down
ENSMUSG00000031776,824.3199821,1.618812629,0.261790628,6.183615662,6.26E-10,4.70E-07,Arl2bp,ADP-ribosylation factor-like 2 binding protein [Source:MGI Symbol;Acc:MGI:1349429],Up
ENSMUSG00000032578,764.473268,1.573990305,0.26279339,5.989459261,2.11E-09,1.51E-06,Cish,cytokine inducible SH2-containing protein [Source:MGI Symbol;Acc:MGI:103159],Up
ENSMUSG00000021789,41.58835587,2.731604775,0.457412069,5.971868611,2.35E-09,1.61E-06,Sftpa1,surfactant associated protein A1 [Source:MGI Symbol;Acc:MGI:109518],Up
ENSMUSG00000040809,101.8761048,4.86785404,0.818896596,5.944406243,2.77E-09,1.83E-06,Chil3,chitinase-like 3 [Source:MGI Symbol;Acc:MGI:1330860],Up
ENSMUSG00000026358,44.13315853,3.669255762,0.61968224,5.921189159,3.20E-09,1.98E-06,Rgs1,regulator of G-protein signaling 1 [Source:MGI Symbol;Acc:MGI:1354694],Up
ENSMUSG00000023905,753.853192,1.276204277,0.215605092,5.919175028,3.24E-09,1.98E-06,Tnfrsf12a,"tumor necrosis factor receptor superfamily, member 12a [Source:MGI Symbol;Acc:MGI:1351484]",Up
ENSMUSG00000091345,41.18260444,3.343493827,0.569363273,5.872338429,4.30E-09,2.53E-06,Col6a5,"collagen, type VI, alpha 5 [Source:MGI Symbol;Acc:MGI:3648134]",Up
ENSMUSG00000064359,80.41029228,2.7330552,0.468634557,5.83195405,5.48E-09,3.12E-06,mt-Tg,mitochondrially encoded tRNA glycine [Source:MGI Symbol;Acc:MGI:102486],Up
ENSMUSG00000020017,99.95993608,3.815939941,0.656883061,5.809161734,6.28E-09,3.45E-06,Hal,histidine ammonia lyase [Source:MGI Symbol;Acc:MGI:96010],Up
ENSMUSG00000029816,795.6006927,5.606660197,0.969569256,5.782629926,7.35E-09,3.92E-06,Gpnmb,glycoprotein (transmembrane) nmb [Source:MGI Symbol;Acc:MGI:1934765],Up
ENSMUSG00000040811,407.6735733,-1.029308541,0.178715646,-5.759476367,8.44E-09,4.26E-06,Eml2,echinoderm microtubule associated protein like 2 [Source:MGI Symbol;Acc:MGI:1919455],Down
ENSMUSG00000038508,233.7186148,3.308944816,0.57469118,5.757779014,8.52E-09,4.26E-06,Gdf15,growth differentiation factor 15 [Source:MGI Symbol;Acc:MGI:1346047],Up
ENSMUSG00000032575,1077.854751,1.491175329,0.259291586,5.75095918,8.87E-09,4.31E-06,Manf,mesencephalic astrocyte-derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1922090],Up
ENSMUSG00000050195,510.79078,-3.171954676,0.552124485,-5.744999109,9.19E-09,4.33E-06,Scd4,stearoyl-coenzyme A desaturase 4 [Source:MGI Symbol;Acc:MGI:2670997],Down
ENSMUSG00000040260,233.2956416,-1.40041806,0.244202622,-5.734656106,9.77E-09,4.48E-06,Daam2,dishevelled associated activator of morphogenesis 2 [Source:MGI Symbol;Acc:MGI:1923691],Down
ENSMUSG00000068606,1175.843056,9.033956269,1.579380293,5.719937312,1.07E-08,4.75E-06,Gm4841,predicted gene 4841 [Source:MGI Symbol;Acc:MGI:3643814],Up
ENSMUSG00000033590,131.6383574,-1.681859447,0.294333824,-5.714122241,1.10E-08,4.79E-06,Myo5c,myosin VC [Source:MGI Symbol;Acc:MGI:2442485],Down
ENSMUSG00000044042,447.0959715,-2.225318124,0.390337065,-5.701016693,1.19E-08,5.04E-06,Fmn1,formin 1 [Source:MGI Symbol;Acc:MGI:101815],Down
ENSMUSG00000040907,59.8859614,5.711849829,1.002970946,5.694930498,1.23E-08,5.09E-06,Atp1a3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide [Source:MGI Symbol;Acc:MGI:88107]",Up
ENSMUSG00000003882,118.6592487,4.420241651,0.786866521,5.617524105,1.94E-08,7.80E-06,Il7r,interleukin 7 receptor [Source:MGI Symbol;Acc:MGI:96562],Up
ENSMUSG00000026628,260.5069738,2.303299852,0.412106854,5.589084074,2.28E-08,8.97E-06,Atf3,activating transcription factor 3 [Source:MGI Symbol;Acc:MGI:109384],Up
ENSMUSG00000022769,165.5800089,2.449919229,0.440660811,5.559648524,2.70E-08,1.04E-05,Sdf2l1,stromal cell-derived factor 2-like 1 [Source:MGI Symbol;Acc:MGI:2149842],Up
ENSMUSG00000103081,41.0150068,-2.371203497,0.427489116,-5.546816064,2.91E-08,1.07E-05,Pcdhgb8,"protocadherin gamma subfamily B, 8 [Source:MGI Symbol;Acc:MGI:1935200]",Down
ENSMUSG00000055485,252.4665922,-1.254428874,0.226154248,-5.546784483,2.91E-08,1.07E-05,Soga1,"suppressor of glucose, autophagy associated 1 [Source:MGI Symbol;Acc:MGI:2444575]",Down
ENSMUSG00000096768,934.4431099,2.035888952,0.367812573,5.535126041,3.11E-08,1.11E-05,Gm47283,"predicted gene, 47283 [Source:MGI Symbol;Acc:MGI:6096131]",Up
ENSMUSG00000026687,994.7523307,-1.03262389,0.186665074,-5.531960895,3.17E-08,1.11E-05,Aldh9a1,"aldehyde dehydrogenase 9, subfamily A1 [Source:MGI Symbol;Acc:MGI:1861622]",Down
ENSMUSG00000025473,343.1141263,5.236812235,0.948933315,5.518630394,3.42E-08,1.17E-05,Adam8,a disintegrin and metallopeptidase domain 8 [Source:MGI Symbol;Acc:MGI:107825],Up
ENSMUSG00000060227,81.8541923,1.720124631,0.31251761,5.504088651,3.71E-08,1.25E-05,Golm2,golgi membrane protein 2 [Source:MGI Symbol;Acc:MGI:2443129],Up
ENSMUSG00000029862,74.3294065,-1.830757145,0.333945402,-5.482204981,4.20E-08,1.39E-05,Clcn1,"chloride channel, voltage-sensitive 1 [Source:MGI Symbol;Acc:MGI:88417]",Down
ENSMUSG00000015222,47.09054601,-2.109469102,0.385728221,-5.468796383,4.53E-08,1.47E-05,Map2,microtubule-associated protein 2 [Source:MGI Symbol;Acc:MGI:97175],Down
ENSMUSG00000058447,16.11043743,7.501009832,1.373027534,5.463116834,4.68E-08,1.48E-05,Gm26920,"predicted gene, 26920 [Source:MGI Symbol;Acc:MGI:5504035]",Up
ENSMUSG00000019916,1574.872285,1.214816,0.222955542,5.448691663,5.07E-08,1.58E-05,P4ha1,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:97463]",Up
ENSMUSG00000050914,128.7101209,1.950005769,0.359901242,5.418169047,6.02E-08,1.84E-05,Ankrd37,ankyrin repeat domain 37 [Source:MGI Symbol;Acc:MGI:3603344],Up
ENSMUSG00000038147,259.5555423,3.915220035,0.726984897,5.385558973,7.22E-08,2.17E-05,Cd84,CD84 antigen [Source:MGI Symbol;Acc:MGI:1336885],Up
ENSMUSG00000117725,114.2455278,-1.390281295,0.260074763,-5.345698585,9.01E-08,2.65E-05,Gm50240,"predicted gene, 50240 [Source:MGI Symbol;Acc:MGI:6303048]",Down
ENSMUSG00000114073,22.91338354,-2.99933445,0.561491818,-5.341724234,9.21E-08,2.67E-05,Gm30302,"predicted gene, 30302 [Source:MGI Symbol;Acc:MGI:5589461]",Down
ENSMUSG00000025171,167.0075948,-2.787079099,0.523677834,-5.322125398,1.03E-07,2.90E-05,Ubtd1,ubiquitin domain containing 1 [Source:MGI Symbol;Acc:MGI:2385092],Down
ENSMUSG00000063193,78.73625201,4.540615675,0.85351337,5.319911595,1.04E-07,2.90E-05,Cd300lb,CD300 molecule like family member B [Source:MGI Symbol;Acc:MGI:2685099],Up
ENSMUSG00000036752,4185.159766,0.847113532,0.159630906,5.306701278,1.12E-07,3.07E-05,Tubb4b,"tubulin, beta 4B class IVB [Source:MGI Symbol;Acc:MGI:1915472]",Up
ENSMUSG00000019577,28588.01569,-3.255816973,0.61882077,-5.261324655,1.43E-07,3.86E-05,Pdk4,"pyruvate dehydrogenase kinase, isoenzyme 4 [Source:MGI Symbol;Acc:MGI:1351481]",Down
ENSMUSG00000066861,19.27034046,-6.707094368,1.275392641,-5.258846691,1.45E-07,3.86E-05,Oas1g,2'-5' oligoadenylate synthetase 1G [Source:MGI Symbol;Acc:MGI:97429],Down
ENSMUSG00000022041,228.5734014,-3.509665887,0.676487378,-5.188072983,2.12E-07,5.57E-05,Chrna2,"cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal) [Source:MGI Symbol;Acc:MGI:87886]",Down
ENSMUSG00000030020,214.7670342,-1.050495925,0.203697288,-5.157142435,2.51E-07,6.47E-05,Prickle2,prickle planar cell polarity protein 2 [Source:MGI Symbol;Acc:MGI:1925144],Down
ENSMUSG00000078853,2056.344734,4.149584315,0.808417401,5.132972537,2.85E-07,7.16E-05,Igtp,interferon gamma induced GTPase [Source:MGI Symbol;Acc:MGI:107729],Up
ENSMUSG00000063415,305.2687121,-3.353495726,0.653418243,-5.13223462,2.86E-07,7.16E-05,Cyp26b1,"cytochrome P450, family 26, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:2176159]",Down
ENSMUSG00000006931,643.735391,-0.862049403,0.168372507,-5.119894071,3.06E-07,7.53E-05,P3h4,prolyl 3-hydroxylase family member 4 (non-enzymatic) [Source:MGI Symbol;Acc:MGI:1913430],Down
ENSMUSG00000056071,314.1861837,5.084547856,0.996224316,5.103818258,3.33E-07,7.97E-05,S100a9,S100 calcium binding protein A9 (calgranulin B) [Source:MGI Symbol;Acc:MGI:1338947],Up
ENSMUSG00000038175,576.2703823,-1.226111062,0.240242391,-5.103641609,3.33E-07,7.97E-05,Mylip,myosin regulatory light chain interacting protein [Source:MGI Symbol;Acc:MGI:2388271],Down
ENSMUSG00000061100,114.9770265,3.385326853,0.664086398,5.097720514,3.44E-07,8.11E-05,Retnla,resistin like alpha [Source:MGI Symbol;Acc:MGI:1888504],Up
ENSMUSG00000038422,109.1094552,1.731498693,0.340613573,5.083469455,3.71E-07,8.62E-05,Hdhd3,haloacid dehalogenase-like hydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:1919998],Up
ENSMUSG00000017400,29.56420843,4.453466091,0.880162976,5.059819841,4.20E-07,9.58E-05,Stac2,SH3 and cysteine rich domain 2 [Source:MGI Symbol;Acc:MGI:2144518],Up
ENSMUSG00000049097,33.00970282,-2.233003442,0.44147664,-5.058033062,4.24E-07,9.58E-05,Ankrd34a,ankyrin repeat domain 34A [Source:MGI Symbol;Acc:MGI:3617846],Down
ENSMUSG00000027425,340.2673641,-1.178034942,0.233420921,-5.046826731,4.49E-07,0.000100192,Kat14,lysine acetyltransferase 14 [Source:MGI Symbol;Acc:MGI:1917264],Down
ENSMUSG00000033768,71.040333,-1.658333186,0.332838546,-4.982395232,6.28E-07,0.000138206,Nrxn2,neurexin II [Source:MGI Symbol;Acc:MGI:1096362],Down
ENSMUSG00000020120,394.0429275,3.337691832,0.677140719,4.929096328,8.26E-07,0.000179407,Plek,pleckstrin [Source:MGI Symbol;Acc:MGI:1860485],Up
ENSMUSG00000087470,16.48157763,-3.926273431,0.804944796,-4.877692792,1.07E-06,0.000226423,A630031M04Rik,RIKEN cDNA A630031M04 gene [Source:MGI Symbol;Acc:MGI:2444470],Down
ENSMUSG00000060586,2334.362169,4.203228362,0.861784917,4.877351969,1.08E-06,0.000226423,H2-Eb1,"histocompatibility 2, class II antigen E beta [Source:MGI Symbol;Acc:MGI:95901]",Up
ENSMUSG00000029863,90.23250072,-1.629712006,0.334245972,-4.875786532,1.08E-06,0.000226423,Casp2,caspase 2 [Source:MGI Symbol;Acc:MGI:97295],Down
ENSMUSG00000037016,91.81193444,-1.480408407,0.304254428,-4.865692238,1.14E-06,0.000231524,Frem2,Fras1 related extracellular matrix protein 2 [Source:MGI Symbol;Acc:MGI:2444465],Down
ENSMUSG00000044813,575.9607446,0.926679079,0.190500534,4.864443464,1.15E-06,0.000231524,Shb,src homology 2 domain-containing transforming protein B [Source:MGI Symbol;Acc:MGI:98294],Up
ENSMUSG00000021892,982.4994845,-0.826517469,0.16992477,-4.864019931,1.15E-06,0.000231524,Sh3bp5,SH3-domain binding protein 5 (BTK-associated) [Source:MGI Symbol;Acc:MGI:1344391],Down
ENSMUSG00000034118,507.7862109,-1.008992092,0.207847107,-4.854491882,1.21E-06,0.00024001,Tpst1,protein-tyrosine sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1298231],Down
ENSMUSG00000073418,661.2214248,2.261712852,0.47012691,4.81085597,1.50E-06,0.000292302,C4b,complement component 4B (Chido blood group) [Source:MGI Symbol;Acc:MGI:88228],Up
ENSMUSG00000022483,25.70314935,2.415458475,0.502119466,4.810525464,1.51E-06,0.000292302,Col2a1,"collagen, type II, alpha 1 [Source:MGI Symbol;Acc:MGI:88452]",Up
ENSMUSG00000090799,528.7428508,-1.303550524,0.276241997,-4.718871637,2.37E-06,0.000455147,Klhl33,kelch-like 33 [Source:MGI Symbol;Acc:MGI:3644593],Down
ENSMUSG00000033083,1371.363772,-1.118924583,0.23739505,-4.71334421,2.44E-06,0.000462299,Tbc1d4,"TBC1 domain family, member 4 [Source:MGI Symbol;Acc:MGI:2429660]",Down
ENSMUSG00000036594,3482.802275,3.929088977,0.834584944,4.707835922,2.50E-06,0.000466505,H2-Aa,"histocompatibility 2, class II antigen A, alpha [Source:MGI Symbol;Acc:MGI:95895]",Up
ENSMUSG00000030170,61.18307779,-1.635343796,0.347437899,-4.706866469,2.52E-06,0.000466505,Wnt5b,"wingless-type MMTV integration site family, member 5B [Source:MGI Symbol;Acc:MGI:98959]",Down
ENSMUSG00000045312,191.0723811,1.568753352,0.33454971,4.689148748,2.74E-06,0.000503116,Lhfpl2,lipoma HMGIC fusion partner-like 2 [Source:MGI Symbol;Acc:MGI:2145236],Up
ENSMUSG00000018774,426.6687376,2.577314558,0.550122857,4.684979953,2.80E-06,0.000507823,Cd68,CD68 antigen [Source:MGI Symbol;Acc:MGI:88342],Up
ENSMUSG00000066152,636.4551477,0.885788424,0.189759805,4.667945482,3.04E-06,0.000545229,Slc31a2,"solute carrier family 31, member 2 [Source:MGI Symbol;Acc:MGI:1333844]",Up
ENSMUSG00000056054,190.1767023,4.530637463,0.971003235,4.665934466,3.07E-06,0.000545229,S100a8,S100 calcium binding protein A8 (calgranulin A) [Source:MGI Symbol;Acc:MGI:88244],Up
ENSMUSG00000050666,177.7655822,-1.271986698,0.272877429,-4.661384798,3.14E-06,0.000546391,Vstm4,V-set and transmembrane domain containing 4 [Source:MGI Symbol;Acc:MGI:2444633],Down
ENSMUSG00000028327,11.39824329,6.998720941,1.501510652,4.661119741,3.14E-06,0.000546391,Stra6l,STRA6-like [Source:MGI Symbol;Acc:MGI:1921402],Up
ENSMUSG00000036264,106.9886159,-1.657813762,0.356581662,-4.649184007,3.33E-06,0.000572948,Fstl4,follistatin-like 4 [Source:MGI Symbol;Acc:MGI:2443199],Down
ENSMUSG00000026304,26.3497697,-2.254501232,0.485600118,-4.642711462,3.44E-06,0.000579563,Rab17,"RAB17, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104640]",Down
ENSMUSG00000057098,278.2209735,-0.956729901,0.206078152,-4.642558615,3.44E-06,0.000579563,Ebf1,early B cell factor 1 [Source:MGI Symbol;Acc:MGI:95275],Down
ENSMUSG00000031443,94.14535298,4.741146851,1.022394755,4.63729575,3.53E-06,0.000588507,F7,coagulation factor VII [Source:MGI Symbol;Acc:MGI:109325],Up
ENSMUSG00000033767,482.7855411,-0.88372609,0.190745373,-4.633014549,3.60E-06,0.000594806,Tmem131l,transmembrane 131 like [Source:MGI Symbol;Acc:MGI:2443399],Down
ENSMUSG00000003123,1163.992982,-1.112360648,0.240246026,-4.630089693,3.66E-06,0.000597297,Lipe,"lipase, hormone sensitive [Source:MGI Symbol;Acc:MGI:96790]",Down
ENSMUSG00000033777,145.1566111,2.946982154,0.637059538,4.625913245,3.73E-06,0.000603487,Tlr13,toll-like receptor 13 [Source:MGI Symbol;Acc:MGI:3045213],Up
ENSMUSG00000005800,38.97327154,6.884070311,1.50156844,4.584586442,4.55E-06,0.000728921,Mmp8,matrix metallopeptidase 8 [Source:MGI Symbol;Acc:MGI:1202395],Up
ENSMUSG00000024900,1021.919159,-0.735981565,0.161163149,-4.566686416,4.95E-06,0.000786359,Cpt1a,"carnitine palmitoyltransferase 1a, liver [Source:MGI Symbol;Acc:MGI:1098296]",Down
ENSMUSG00000027068,14.92430473,6.410351725,1.404353725,4.564627564,5.00E-06,0.000786553,Dhrs9,dehydrogenase/reductase (SDR family) member 9 [Source:MGI Symbol;Acc:MGI:2442798],Up
ENSMUSG00000040584,570.8517853,-1.432603877,0.315541098,-4.54014988,5.62E-06,0.000875298,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A [Source:MGI Symbol;Acc:MGI:97570]",Down
ENSMUSG00000054342,45.49624437,3.949851393,0.87214481,4.528893997,5.93E-06,0.000903081,Kcnn4,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 [Source:MGI Symbol;Acc:MGI:1277957]",Up
ENSMUSG00000036067,60.00511259,6.194708495,1.368000721,4.528293298,5.95E-06,0.000903081,Slc2a6,"solute carrier family 2 (facilitated glucose transporter), member 6 [Source:MGI Symbol;Acc:MGI:2443286]",Up
ENSMUSG00000019122,800.0074255,3.459634887,0.764110738,4.527661654,5.96E-06,0.000903081,Ccl9,chemokine (C-C motif) ligand 9 [Source:MGI Symbol;Acc:MGI:104533],Up
ENSMUSG00000048100,271.1259985,1.060110328,0.234389086,4.522865583,6.10E-06,0.000909028,Taf13,TATA-box binding protein associated factor 13 [Source:MGI Symbol;Acc:MGI:1913500],Up
ENSMUSG00000031849,107.5203243,2.548958895,0.563626199,4.522427982,6.11E-06,0.000909028,Comp,cartilage oligomeric matrix protein [Source:MGI Symbol;Acc:MGI:88469],Up
ENSMUSG00000028475,307.9196404,-1.535301069,0.340065785,-4.514717844,6.34E-06,0.000934317,Spaar,small regulatory polypeptide of amino acid response [Source:MGI Symbol;Acc:MGI:1918656],Down
ENSMUSG00000028494,1912.400156,-0.839139619,0.186310031,-4.503995921,6.67E-06,0.00097405,Plin2,perilipin 2 [Source:MGI Symbol;Acc:MGI:87920],Down
ENSMUSG00000030103,750.261531,1.195138012,0.267333294,4.470591726,7.80E-06,0.00112934,Bhlhe40,"basic helix-loop-helix family, member e40 [Source:MGI Symbol;Acc:MGI:1097714]",Up
ENSMUSG00000021277,170.0504786,-1.982513605,0.445040282,-4.454683512,8.40E-06,0.001205827,Traf3,TNF receptor-associated factor 3 [Source:MGI Symbol;Acc:MGI:108041],Down
ENSMUSG00000076613,34.85909548,4.501803805,1.015901586,4.431338495,9.36E-06,0.001322253,Ighg2b,immunoglobulin heavy constant gamma 2B [Source:MGI Symbol;Acc:MGI:96445],Up
ENSMUSG00000031808,3779.885474,-1.271321394,0.286905444,-4.431151165,9.37E-06,0.001322253,Slc27a1,"solute carrier family 27 (fatty acid transporter), member 1 [Source:MGI Symbol;Acc:MGI:1347098]",Down
ENSMUSG00000028631,185.9038773,-1.447111445,0.326925183,-4.426430021,9.58E-06,0.001340058,Kcnq4,"potassium voltage-gated channel, subfamily Q, member 4 [Source:MGI Symbol;Acc:MGI:1926803]",Down
ENSMUSG00000072949,451.9750496,-2.694942887,0.609862432,-4.418935727,9.92E-06,0.001375714,Acot1,acyl-CoA thioesterase 1 [Source:MGI Symbol;Acc:MGI:1349396],Down
ENSMUSG00000023992,232.2842561,2.563195324,0.580919405,4.412307974,1.02E-05,0.0014067,Trem2,triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol;Acc:MGI:1913150],Up
ENSMUSG00000058818,277.3924893,3.694978481,0.838766616,4.4052522,1.06E-05,0.001441267,Pirb,paired Ig-like receptor B [Source:MGI Symbol;Acc:MGI:894311],Up
ENSMUSG00000076612,36.0399685,3.618955651,0.822560713,4.39962132,1.08E-05,0.00146705,Ighg2c,immunoglobulin heavy constant gamma 2C [Source:MGI Symbol;Acc:MGI:2686979],Up
ENSMUSG00000042379,47.58752706,1.49726848,0.340650342,4.395323584,1.11E-05,0.001484214,Esm1,endothelial cell-specific molecule 1 [Source:MGI Symbol;Acc:MGI:1918940],Up
ENSMUSG00000018927,886.5743116,3.202672635,0.730835823,4.382205325,1.17E-05,0.001563769,Ccl6,chemokine (C-C motif) ligand 6 [Source:MGI Symbol;Acc:MGI:98263],Up
ENSMUSG00000116270,21.02253766,-2.209914941,0.50477508,-4.378019102,1.20E-05,0.001581349,Gm1600,predicted gene 1600 [Source:MGI Symbol;Acc:MGI:2686446],Down
ENSMUSG00000023272,358.3169953,0.905991368,0.207217847,4.372168609,1.23E-05,0.001611444,Creld2,cysteine-rich with EGF-like domains 2 [Source:MGI Symbol;Acc:MGI:1923987],Up
ENSMUSG00000056888,74.75416019,3.857748549,0.886261587,4.352832848,1.34E-05,0.001734807,Glipr1,GLI pathogenesis-related 1 (glioma) [Source:MGI Symbol;Acc:MGI:1920940],Up
ENSMUSG00000028931,116.9997661,3.353945216,0.770562981,4.352590639,1.35E-05,0.001734807,Kcnab2,"potassium voltage-gated channel, shaker-related subfamily, beta member 2 [Source:MGI Symbol;Acc:MGI:109239]",Up
ENSMUSG00000005338,43.74789098,-1.591655219,0.366271568,-4.345560393,1.39E-05,0.001770259,Cadm3,cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:2137858],Down
ENSMUSG00000029375,12.83489268,2.970978759,0.684258243,4.34189692,1.41E-05,0.001770259,Cxcl15,chemokine (C-X-C motif) ligand 15 [Source:MGI Symbol;Acc:MGI:1339941],Up
ENSMUSG00000042793,1061.473058,-0.837902875,0.193001468,-4.341432642,1.42E-05,0.001770259,Lgr6,leucine-rich repeat-containing G protein-coupled receptor 6 [Source:MGI Symbol;Acc:MGI:2441805],Down
ENSMUSG00000040552,293.7873272,2.763252478,0.636488827,4.34139982,1.42E-05,0.001770259,C3ar1,complement component 3a receptor 1 [Source:MGI Symbol;Acc:MGI:1097680],Up
ENSMUSG00000064355,54.60105002,2.152344705,0.496074584,4.338752225,1.43E-05,0.001778246,mt-Tk,mitochondrially encoded tRNA lysine [Source:MGI Symbol;Acc:MGI:102483],Up
ENSMUSG00000027875,821.2944401,-2.414347696,0.556875438,-4.335525564,1.45E-05,0.001787792,Hmgcs2,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 [Source:MGI Symbol;Acc:MGI:101939],Down
ENSMUSG00000026395,399.3870688,2.384080305,0.550050621,4.334292547,1.46E-05,0.001787792,Ptprc,"protein tyrosine phosphatase, receptor type, C [Source:MGI Symbol;Acc:MGI:97810]",Up
ENSMUSG00000087516,96.58619228,-1.162261438,0.26901544,-4.320426514,1.56E-05,0.001889919,Tbx3os1,"T-box 3, opposite strand 1 [Source:MGI Symbol;Acc:MGI:3780472]",Down
ENSMUSG00000046805,1002.111496,3.013264255,0.697962499,4.317229451,1.58E-05,0.001892036,Mpeg1,macrophage expressed gene 1 [Source:MGI Symbol;Acc:MGI:1333743],Up
ENSMUSG00000006587,85.91772275,-2.182034566,0.505456654,-4.316956852,1.58E-05,0.001892036,Snai3,snail family zinc finger 3 [Source:MGI Symbol;Acc:MGI:1353563],Down
ENSMUSG00000097346,37.88908591,1.735386843,0.40351485,4.300676521,1.70E-05,0.002021892,Rps18-ps4,"ribosomal protein S18, pseudogene 4 [Source:MGI Symbol;Acc:MGI:5477113]",Up
ENSMUSG00000072596,13.29212533,3.940548502,0.917176421,4.296390982,1.74E-05,0.002046635,Ear2,"eosinophil-associated, ribonuclease A family, member 2 [Source:MGI Symbol;Acc:MGI:108020]",Up
