Gene_ID,Gene_symbol,Description,T1,T2,T3,C1,C2,C3,FC,log2FC,pValue,FDR,significance
51780,KDM3B,lysine demethylase 3B,1.0923,1.1092,0.4776,0.2407,0.3307,2.002,1.041074065,0.05807271,0.958155601,0.998814086,Stable
51807,TUBA8,tubulin alpha 8,43.3854,36.6831,53.2578,58.5427,54.3586,60.6614,0.768173692,-0.380495539,0.093803286,0.938881762,Stable
51808,PHAX,phosphorylated adaptor for RNA export,1.032,0.00012,1.2307,0.845,1.5465,1.0546,0.656632135,-0.606842739,0.429008124,0.938881762,Stable
51809,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,0.6841,0.1541,1.0187,0.2084,0.5332,0.2009,1.970185676,0.9783316,0.354945585,0.938881762,Stable
53343,NUDT9,nudix hydrolase 9,1.6136,0.8987,1.1751,0.8686,1.2018,0.8377,1.267975654,0.342527045,0.352569383,0.938881762,Stable
53371,NUP54,nucleoporin 54,9.9619,9.0513,19.9362,16.4663,9.6665,19.382,0.855752415,-0.224734637,0.654511699,0.968434639,Stable
53407,STX18,syntaxin 18,0.0517,2.2436,3.0262,2.1204,2.9328,4.3667,0.564921071,-0.823878781,0.2898422,0.938881762,Stable
53615,MBD3,methyl-CpG binding domain protein 3,0.6334,0.4173,0.00012,0.6653,0.0927,0.5559,0.799771672,-0.322339913,0.748880265,0.984946264,Stable
53630,BCO1,beta-carotene oxygenase 1,0.041,0.0402,0.00012,0.0549,0.0233,0.0557,0.607318895,-0.71947384,0.368746439,0.938881762,Stable
53840,TRIM34,tripartite motif containing 34,0.336,0.00012,0.00012,0.0927,0.0639,0.00012,2.145482389,1.101302059,0.650451615,0.968434639,Stable
53916,RAB4B,"RAB4B, member RAS oncogene family",2.2951,2.0524,1.7504,2.2512,1.772,2.6374,0.915518121,-0.127339652,0.566416202,0.952309484,Stable
53918,PELO,pelota mRNA surveillance and ribosome rescue factor,2.9006,2.6538,1.5733,1.0381,1.2322,1.8104,1.746685618,0.804619964,0.11402404,0.938881762,Stable
53938,PPIL3,peptidylprolyl isomerase like 3,24.5904,18.7701,2.2116,1.5479,29.9621,52.7724,0.540707194,-0.887080544,0.489522074,0.938881762,Stable
53944,CSNK1G1,casein kinase 1 gamma 1,0.3802,0.6679,0.7722,0.2637,0.1365,0.4205,2.217984647,1.149249379,0.088084663,0.938881762,Stable
53981,CPSF2,cleavage and polyadenylation specific factor 2,1.2202,9.6109,5.3731,1.5696,1.5937,5.9755,1.773121198,0.826291152,0.461486404,0.938881762,Stable
54039,PCBP3,poly(rC) binding protein 3,13.6304,7.9175,13.396,14.4313,13.3206,13.8403,0.840155125,-0.251272365,0.356739594,0.938881762,Stable
54103,GSAP,gamma-secretase activating protein,0.00012,0.00012,0.00012,0.639,0.00012,0.00012,0.000563169,-10.79414506,0.422649731,0.938881762,Stable
54148,MRPL39,mitochondrial ribosomal protein L39,5.7424,3.4038,5.2595,3.9305,4.7189,5.2228,1.038458211,0.054443162,0.839379691,0.99840118,Stable
54165,DCUN1D1,defective in cullin neddylation 1 domain containing 1,1.4118,1.6232,4.3882,2.0974,2.1624,2.4007,1.114510923,0.156410756,0.816143983,0.995095472,Stable
54187,NANS,N-acetylneuraminate synthase,12.7598,16.8839,18.5519,16.5184,14.6732,19.3336,0.953892315,-0.068101685,0.741825105,0.982873183,Stable
54205,CYCS,"cytochrome c, somatic",218.0659,169.4332,196.4335,249.2149,207.9705,199.6201,0.889049498,-0.169664351,0.308313898,0.938881762,Stable
54344,DPM3,"dolichyl-phosphate mannosyltransferase subunit 3, regulatory",12.4535,0.00012,0.00012,0.00012,9.7952,1.3213,1.120281165,0.163860861,0.935682896,0.998814086,Stable
54386,TERF2IP,TERF2 interacting protein,0.3047,0.2707,0.5369,0.0997,1.5774,0.8287,0.443890175,-1.171725319,0.390287457,0.938881762,Stable
54407,SLC38A2,solute carrier family 38 member 2,0.7573,0.7058,1.5887,1.3072,1.4394,1.3631,0.742584617,-0.429372666,0.342619712,0.938881762,Stable
54431,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10,6.4405,5.6305,6.4253,5.8788,6.2429,7.2253,0.956029359,-0.064873173,0.593067965,0.95838638,Stable
54433,GAR1,GAR1 ribonucleoprotein,8.2574,6.0647,7.5285,7.8098,8.2438,7.7544,0.917783938,-0.123773536,0.419538873,0.938881762,Stable
54439,RBM27,RNA binding motif protein 27,0.404,2.253,0.8071,0.3675,0.6872,2.4795,0.980165242,-0.028903106,0.979757224,0.998814086,Stable
54443,ANLN,"anillin, actin binding protein",2.6053,0.5821,2.6012,0.9971,1.9775,2.502,1.056969653,0.079933955,0.904408899,0.998814086,Stable
54460,MRPS21,mitochondrial ribosomal protein S21,1.7405,1.8371,1.7206,1.5616,1.3873,2.031,1.063916946,0.089385532,0.638660338,0.968434639,Stable
54464,XRN1,5'-3' exoribonuclease 1,0.6205,0.5848,0.9189,0.6179,1.3458,1.2778,0.655313898,-0.609741966,0.246730226,0.938881762,Stable
54468,MIOS,meiosis regulator for oocyte development,0.0612,0.2159,0.2177,0.0803,0.3175,0.496,0.553591407,-0.853106544,0.391988163,0.938881762,Stable
54469,ZFAND6,zinc finger AN1-type containing 6,0.00012,6.8695,0.00012,4.8864,6.309,0.00012,0.613615089,-0.704594136,0.654770501,0.968434639,Stable
54472,TOLLIP,toll interacting protein,15.2759,12.1531,12.6316,18.1211,16.5,16.4368,0.784611196,-0.349950172,0.042815659,0.938881762,Stable
54474,KRT20,keratin 20,0.00012,0.093,0.00012,0.0715,0.0966,0.0949,0.354524715,-1.49604189,0.203738571,0.938881762,Stable
54495,TMX3,thioredoxin related transmembrane protein 3,16.054,8.6316,9.6289,18.6741,10.4656,8.4438,0.913020341,-0.131281092,0.794771432,0.994346677,Stable
54497,HEATR5B,HEAT repeat containing 5B,0.4593,0.3743,0.5434,0.6025,0.9979,0.7403,0.588285556,-0.765411481,0.093257729,0.938881762,Stable
54499,TMCO1,transmembrane and coiled-coil domains 1,6.6493,6.4504,10.4185,6.8713,6.1548,5.8153,1.248219347,0.319871478,0.350401181,0.938881762,Stable
54503,ZDHHC13,zinc finger DHHC-type palmitoyltransferase 13,3.5192,2.661,2.0496,1.5745,2.8079,3.8867,0.995247367,-0.006872946,0.987733597,0.998814086,Stable
54505,DHX29,DExH-box helicase 29,0.9362,0.723,0.7169,0.1753,0.7703,0.8477,1.324987453,0.405978698,0.462771778,0.938881762,Stable
54512,EXOSC4,exosome component 4,0.7271,1.8656,0.9303,1.605,0.00012,4.0171,0.626620801,-0.674335433,0.615993452,0.962753944,Stable
54514,DDX4,DEAD-box helicase 4,1.35,2.0948,1.4228,1.6622,1.4688,1.6491,1.018305056,0.026169818,0.914979314,0.998814086,Stable
54517,PUS7,pseudouridine synthase 7,3.8084,2.3414,5.0221,2.7229,2.8631,4.5375,1.103561021,0.142166406,0.738120132,0.982873183,Stable
54520,CCDC93,coiled-coil domain containing 93,3.5778,4.9747,6.0695,3.6023,4.4141,2.6201,1.374700324,0.459117155,0.21602602,0.938881762,Stable
54521,WDR44,WD repeat domain 44,2.9383,2.0718,4.4227,2.1322,3.5187,1.9169,1.246438859,0.317812117,0.508730579,0.941010769,Stable
54534,MRPL50,mitochondrial ribosomal protein L50,0.3439,0.00012,3.567,0.4215,2.9106,3.3553,0.584834166,-0.7739005,0.561421806,0.949341848,Stable
54536,EXOC6,exocyst complex component 6,0.3293,0.4463,0.8283,0.0344,3.435,2.0709,0.289496959,-1.788379903,0.31469327,0.938881762,Stable
54539,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11,3.3481,2.7648,3.69,3.3369,6.217,2.894,0.78751436,-0.344621864,0.489793708,0.938881762,Stable
54554,WDR5B,WD repeat domain 5B,0.6993,0.00012,0.7217,0.4785,0.8252,0.7536,0.690769455,-0.533723805,0.478091524,0.938881762,Stable
54555,DDX49,DEAD-box helicase 49,2.3444,2.2459,3.382,2.3019,3.4202,1.5829,1.091348392,0.126111727,0.750289461,0.985010049,Stable
54583,EGLN1,egl-9 family hypoxia inducible factor 1,0.1146,2.0161,3.0567,0.1953,3.4723,3.0573,0.771372065,-0.374501195,0.722696996,0.978748126,Stable
54585,LZTFL1,leucine zipper transcription factor like 1,1.0604,0.6643,1.1593,0.3326,1.6292,1.2407,0.900546448,-0.151127406,0.816012532,0.995095472,Stable
54606,DDX56,DEAD-box helicase 56,2.3898,6.9935,8.4509,4.193,7.7648,10.0708,0.809592984,-0.304731308,0.606218543,0.960883428,Stable
54623,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component",1.3241,0.7674,0.3237,2.3311,3.4079,0.4755,0.388639472,-1.363495659,0.274429697,0.938881762,Stable
54625,PARP14,poly(ADP-ribose) polymerase family member 14,1.4288,2.1327,4.212,3.6673,5.5055,4.6873,0.560854539,-0.834301446,0.122341779,0.938881762,Stable
54662,TBC1D13,TBC1 domain family member 13,1.2728,4.2106,6.1144,2.654,6.4851,6.1092,0.760596263,-0.394797244,0.549919004,0.948276244,Stable
54663,WDR74,WD repeat domain 74,0.5536,0.5241,1.288,0.5948,0.6998,1.125,0.977723591,-0.032501432,0.95524397,0.998814086,Stable
54664,TMEM106B,transmembrane protein 106B,0.00012,0.663,0.3249,0.00012,0.1868,0.326,1.926265305,0.945806419,0.51318388,0.941216694,Stable
54682,MANSC1,MANSC domain containing 1,3.9387,0.2026,4.6895,3.2217,4.0997,3.638,0.805774039,-0.311552771,0.662100005,0.969768999,Stable
54704,PDP1,pyruvate dehydrogenase phosphatase catalytic subunit 1,1.6723,1.5119,1.0266,2.3764,5.6043,1.2416,0.45658892,-1.131032244,0.32887721,0.938881762,Stable
54708,MARCHF5,membrane associated ring-CH-type finger 5,3.5246,2.2328,2.0561,1.4095,1.266,1.8285,1.734791297,0.79476211,0.127764725,0.938881762,Stable
54715,RBFOX1,RNA binding fox-1 homolog 1,0.8196,1.0888,0.8342,0.5954,0.8872,0.9911,1.108703561,0.148873678,0.578148591,0.955035968,Stable
54726,OTUD4,OTU deubiquitinase 4,0.2572,0.3299,0.4617,0.2146,0.4744,0.2582,1.107263514,0.146998605,0.753610925,0.987178373,Stable
54732,TMED9,transmembrane p24 trafficking protein 9,39.8058,34.1615,23.8608,29.9468,25.3636,24.806,1.221074586,0.288151327,0.334062813,0.938881762,Stable
54733,SLC35F2,solute carrier family 35 member F2,0.1928,0.178,0.00012,0.4341,2.7006,0.00012,0.118322583,-3.079202641,0.385894782,0.938881762,Stable
54741,LEPROT,leptin receptor overlapping transcript,0.00012,0.00012,0.00012,0.9633,0.00012,0.00012,0.000373622,-11.38613194,0.422649731,0.938881762,Stable
54758,KLHDC4,kelch domain containing 4,0.464,0.3176,0.7119,0.2067,0.8504,0.558,0.924710544,-0.112926255,0.863728065,0.998814086,Stable
54776,PPP1R12C,protein phosphatase 1 regulatory subunit 12C,1.4775,0.0827,0.8819,0.3331,0.5383,0.7062,1.54798428,0.630390821,0.554162084,0.948764177,Stable
54788,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12,0.489,0.1608,1.5745,0.5276,0.18,0.9019,1.381981982,0.466738806,0.696375524,0.974108148,Stable
54808,DYM,dymeclin,0.6824,0.00012,1.7738,0.368,1.9231,1.5629,0.63734302,-0.64985805,0.541504962,0.946044847,Stable
54809,SAMD9,sterile alpha motif domain containing 9,2.5228,0.9579,0.6438,0.6194,0.9537,1.2298,1.471511649,0.557298963,0.53324435,0.945940853,Stable
54812,AFTPH,aftiphilin,0.00012,0.00012,0.00012,0.00012,0.00012,0.0632,0.005674653,-7.461252054,0.422649731,0.938881762,Stable
54814,QPCTL,glutaminyl-peptide cyclotransferase like,2.2945,2.6378,3.3851,0.6011,4.0818,3.4976,1.016734918,0.023943591,0.970782928,0.998814086,Stable
54815,GATAD2A,GATA zinc finger domain containing 2A,0.516,0.6322,0.7119,0.4311,2.535,0.4669,0.541829304,-0.884089674,0.529880035,0.945940853,Stable
54821,ERCC6L,"ERCC excision repair 6 like, spindle assembly checkpoint helicase",0.0567,0.0918,0.366,0.0247,1.0835,0.8736,0.259612474,-1.945568393,0.266581334,0.938881762,Stable
54832,VPS13C,vacuolar protein sorting 13 homolog C,2.0556,1.4612,1.9903,1.1543,1.5592,1.749,1.234084034,0.303440637,0.24763473,0.938881762,Stable
54834,GDAP2,ganglioside induced differentiation associated protein 2,0.2041,2.5316,0.1922,0.1816,0.1787,1.5085,1.566727312,0.647754101,0.718284204,0.978748126,Stable
54840,APTX,aprataxin,2.3052,0.8037,2.3012,0.2387,1.2951,2.6851,1.282348479,0.358788369,0.673254294,0.972618376,Stable
54853,WDR55,WD repeat domain 55,1.0572,1.6417,2.2026,0.981,1.1329,1.1123,1.519279648,0.603387446,0.231622626,0.938881762,Stable
54858,PGPEP1,pyroglutamyl-peptidase I,0.2285,0.2189,0.1998,0.0941,0.131,0.1518,1.717166357,0.780029813,0.018240181,0.938881762,Stable
54861,SNRK,SNF related kinase,2.0803,6.7067,7.0971,0.1794,8.5789,1.2692,1.584053852,0.663621382,0.568516299,0.953629157,Stable
54862,CC2D1A,coiled-coil and C2 domain containing 1A,1.4438,1.3601,0.7811,1.2195,0.8826,0.6592,1.298301525,0.376625482,0.360945723,0.938881762,Stable
54863,TOR4A,torsin family 4 member A,1.2664,1.5957,1.162,1.6342,1.8715,1.8284,0.754410304,-0.406578715,0.058367518,0.938881762,Stable
54867,TMEM214,transmembrane protein 214,2.0295,5.8298,5.1013,1.5338,5.9405,8.1136,0.831452601,-0.266294073,0.722043408,0.978748126,Stable
54868,TMEM104,transmembrane protein 104,0.2697,0.2339,0.00012,0.1019,0.1644,0.00012,1.890698896,0.918919625,0.472297576,0.938881762,Stable
54870,QRICH1,glutamine rich 1,2.6268,0.3041,4.5116,3.7394,4.7215,2.9364,0.653005536,-0.614832871,0.399471337,0.938881762,Stable
54873,PALMD,palmdelphin,1.9514,7.6496,8.1957,6.8926,10.2183,1.1159,0.976402879,-0.034451545,0.967829888,0.998814086,Stable
54874,FNBP1L,formin binding protein 1 like,0.7755,0.8946,5.5632,0.4312,1.4056,1.2581,2.337167598,1.224761194,0.475296505,0.938881762,Stable
54876,DCAF16,DDB1 and CUL4 associated factor 16,0.7675,0.6855,0.5726,0.6218,0.6115,0.6003,1.104712042,0.143670361,0.374762237,0.938881762,Stable
54878,DPP8,dipeptidyl peptidase 8,0.2048,0.1769,0.7769,0.1931,0.3249,0.5078,1.129459934,0.175633094,0.851295924,0.998814086,Stable
54881,TEX10,testis expressed 10,1.578,0.7981,2.5328,1.1968,2.3117,2.2975,0.845487427,-0.242144794,0.658330712,0.968434639,Stable
54882,ANKHD1,ankyrin repeat and KH domain containing 1,1.2238,0.2987,0.4783,0.2521,0.5893,0.8664,1.171565757,0.228437931,0.787289017,0.992752862,Stable
54884,RETSAT,retinol saturase,4.085,3.3827,0.7227,0.6123,1.6155,3.9274,1.330647258,0.412128177,0.657463461,0.968434639,Stable
54888,NSUN2,NOP2/Sun RNA methyltransferase 2,4.9535,8.5786,18.9755,12.9706,20.6853,20.9937,0.594836925,-0.749433889,0.223693498,0.938881762,Stable
54890,ALKBH5,"alkB homolog 5, RNA demethylase",0.3872,0.4141,0.1982,0.1582,0.254,0.1858,1.671404682,0.741061083,0.177619786,0.938881762,Stable
54892,NCAPG2,non-SMC condensin II complex subunit G2,0.1579,0.1946,0.0535,0.1251,0.2582,0.0213,1.003460208,0.004983408,0.995707146,0.998814086,Stable
54893,MTMR10,myotubularin related protein 10,1.1427,0.9889,0.0898,0.0907,0.0682,1.5323,1.313505203,0.393421916,0.77962166,0.992752862,Stable
54899,PXK,PX domain containing serine/threonine kinase like,0.9277,0.00012,0.1293,0.7875,0.4361,3.5785,0.220137023,-2.183526292,0.335789562,0.938881762,Stable
54901,CDKAL1,CDK5 regulatory subunit associated protein 1 like 1,0.00012,0.3586,3.7394,0.2189,17.7048,0.3296,0.224513924,-2.155123177,0.504068868,0.941010769,Stable
54914,FOCAD,focadhesin,2.0613,29.2031,30.0076,0.6892,30.8049,33.416,0.943951712,-0.083215035,0.934976634,0.998814086,Stable
54915,YTHDF1,YTH N6-methyladenosine RNA binding protein F1,0.2983,0.3407,0.3373,0.7466,0.7497,0.3103,0.540407395,-0.887880678,0.197450935,0.938881762,Stable
54918,CMTM6,CKLF like MARVEL transmembrane domain containing 6,4.9113,5.1798,4.8691,3.5333,4.3135,5.0144,1.163204056,0.218104204,0.240210643,0.938881762,Stable
54919,DNAAF5,dynein axonemal assembly factor 5,0.8728,1.4576,1.7927,0.8745,1.4803,1.8038,0.991463473,-0.012368472,0.976812072,0.998814086,Stable
54922,RASIP1,Ras interacting protein 1,5.7263,8.5885,11.1255,2.3677,11.1061,19.5458,0.770460575,-0.37620696,0.667927608,0.972461657,Stable
54926,UBE2R2,ubiquitin conjugating enzyme E2 R2,21.5169,3.2699,27.4255,3.3756,6.206,7.1234,3.125549237,1.644109729,0.243284828,0.938881762,Stable
54927,CHCHD3,coiled-coil-helix-coiled-coil-helix domain containing 3,69.1242,46.9413,43.1571,40.8765,12.7928,74.2669,1.244546891,0.315620588,0.632803662,0.967330209,Stable
54928,BPNT2,"3'(2'), 5'-bisphosphate nucleotidase 2",11.2037,13.3371,5.891,16.0074,13.4345,8.0741,0.811168568,-0.301926344,0.503988408,0.941010769,Stable
54931,TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",1.7803,1.3822,13.0528,3.2248,4.3155,8.8406,0.989890665,-0.014658908,0.990387039,0.998814086,Stable
54935,DUSP23,dual specificity phosphatase 23,2.2092,3.5472,5.512,2.7618,8.2709,27.6718,0.291139273,-1.78021863,0.349428085,0.938881762,Stable
54936,ADPRS,ADP-ribosylserine hydrolase,3.5779,1.7608,4.267,3.131,5.9855,1.7427,0.884567924,-0.176955166,0.791305733,0.993677442,Stable
54938,SARS2,"seryl-tRNA synthetase 2, mitochondrial",1.7066,0.8969,2.6177,0.4938,1.4098,2.2619,1.253438963,0.325891745,0.647295929,0.968434639,Stable
54940,OCIAD1,OCIA domain containing 1,6.7292,5.5777,5.6077,3.8607,3.6663,2.2203,1.83790383,0.878061278,0.015888955,0.938881762,Stable
54947,LPCAT2,lysophosphatidylcholine acyltransferase 2,2.1379,2.356,2.554,3.261,2.9134,3.1944,0.752273504,-0.410670818,0.008846905,0.938881762,Stable
54948,MRPL16,mitochondrial ribosomal protein L16,5.1519,2.6975,5.6151,2.6276,7.0877,2.8795,1.069052307,0.096332444,0.874829648,0.998814086,Stable
54949,SDHAF2,succinate dehydrogenase complex assembly factor 2,0.00012,0.00012,2.1685,2.0346,1.7672,1.6928,0.394703891,-1.341157353,0.263510005,0.938881762,Stable
54951,COMMD8,COMM domain containing 8,4.6122,4.2716,4.2463,5.3973,6.785,4.7834,0.773920322,-0.369743053,0.158925095,0.938881762,Stable
54953,ODR4,odr-4 GPCR localization factor homolog,0.611,0.6665,1.495,1.1174,1.4282,0.8403,0.818836941,-0.288351905,0.578927718,0.955035968,Stable
54954,FAM120C,family with sequence similarity 120C,0.2792,0.4826,0.4586,0.6292,0.5166,0.4197,0.779559246,-0.359269423,0.26245254,0.938881762,Stable
54957,TXNL4B,thioredoxin like 4B,1.0118,0.00012,0.6774,0.607,0.858,0.8942,0.71605629,-0.481855091,0.537053323,0.946044847,Stable
54968,TMEM70,transmembrane protein 70,2.8505,1.9549,2.7547,0.9054,2.5766,3.2381,1.12499814,0.169922616,0.736693901,0.982873183,Stable
54973,INTS11,integrator complex subunit 11,3.5486,6.1328,0.1329,1.0186,6.6107,9.4003,0.57630831,-0.795087272,0.474429721,0.938881762,Stable
54976,ADISSP,adipose secreted signaling protein,0.3212,0.6196,0.9602,0.1763,0.6525,0.7084,1.236664065,0.30645365,0.653382518,0.968434639,Stable
54978,SLC35F6,solute carrier family 35 member F6,1.482,1.3827,1.5535,0.6292,1.442,1.5846,1.208545325,0.273271581,0.48416977,0.938881762,Stable
54987,CZIB,CXXC motif containing zinc binding protein,4.7063,2.0822,2.4685,4.4135,3.1479,1.8502,0.983573463,-0.023895284,0.964996512,0.998814086,Stable
54994,GID8,GID complex subunit 8 homolog,3.1773,2.7485,2.8669,2.888,2.1717,1.3603,1.369579439,0.453732949,0.209106854,0.938881762,Stable
55003,PAK1IP1,PAK1 interacting protein 1,9.7266,2.606,1.106,7.2174,8.4262,9.9284,0.5255201,-0.928182149,0.264279927,0.938881762,Stable
55004,LAMTOR1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",10.9099,10.3758,8.5969,13.1295,17.4898,13.4665,0.677828235,-0.561008361,0.058092834,0.938881762,Stable
55005,RMND1,required for meiotic nuclear division 1 homolog,1.0846,0.4052,1.4941,0.779,1.673,1.439,0.766872269,-0.382941793,0.507989508,0.941010769,Stable
55006,TRMT61B,tRNA methyltransferase 61B,0.1657,0.00012,0.2635,0.1654,0.00012,0.206,1.155577089,0.208613505,0.856044984,0.998814086,Stable
55011,PIH1D1,PIH1 domain containing 1,0.7487,0.7096,0.6369,1.2408,1.7158,0.9012,0.543107471,-0.880690387,0.128129505,0.938881762,Stable
55014,STX17,syntaxin 17,2.5803,2.4104,3.1761,2.2825,3.4271,3.3252,0.903927038,-0.145721768,0.546919682,0.947152618,Stable
55015,PRPF39,pre-mRNA processing factor 39,0.8326,0.4119,0.0939,0.4129,1.6502,0.00012,0.648694759,-0.624388313,0.687747669,0.973255698,Stable
55020,TTC38,tetratricopeptide repeat domain 38,2.1383,3.2853,1.3519,0.0658,2.5931,0.2824,2.30357325,1.203873474,0.271841602,0.938881762,Stable
55027,HEATR3,HEAT repeat containing 3,3.406,2.3547,4.2091,0.3221,5.091,3.0297,1.180864168,0.239843025,0.757127627,0.988661054,Stable
55031,USP47,ubiquitin specific peptidase 47,1.472,1.0933,4.1887,0.4666,1.7784,1.4819,1.812230003,0.85776607,0.416939694,0.938881762,Stable
55033,FKBP14,FKBP prolyl isomerase 14,0.4715,0.4938,3.5259,0.5352,2.7595,4.3996,0.58370482,-0.776689112,0.519139003,0.943198726,Stable
55037,PTCD3,pentatricopeptide repeat domain 3,2.175,0.7567,1.5599,1.1835,1.1382,0.4703,1.608739255,0.685930513,0.311601922,0.938881762,Stable
55052,MRPL20,mitochondrial ribosomal protein L20,4.2773,1.2034,4.7868,3.9912,1.4505,1.406,1.499408561,0.584393544,0.466545107,0.938881762,Stable
55054,ATG16L1,autophagy related 16 like 1,1.0405,0.8824,2.1889,0.7023,0.3916,1.0854,1.886752627,0.915905283,0.25721284,0.938881762,Stable
55066,PDPR,pyruvate dehydrogenase phosphatase regulatory subunit,2.0689,2.5377,2.9835,2.2076,3.0066,2.8861,0.937014678,-0.093856447,0.66366828,0.970090683,Stable
55072,RNF31,ring finger protein 31,0.3932,0.3416,0.00012,0.2225,1.3303,1.2892,0.25859254,-1.951247436,0.184028254,0.938881762,Stable
55075,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats,1.2149,7.1852,1.1626,0.7067,2.8586,1.077,2.05990565,1.042578259,0.504694097,0.941010769,Stable
55082,ARGLU1,arginine and glutamate rich 1,0.00012,0.00012,36.1106,4.1725,5.1617,17.7718,1.332208367,0.413819748,0.832424231,0.996785219,Stable
55100,WDR70,WD repeat domain 70,0.2538,0.00012,0.9984,0.2039,1.3495,0.9638,0.497505164,-1.007216593,0.403017705,0.938881762,Stable
55110,MAGOHB,"mago homolog B, exon junction complex subunit",0.00012,4.5447,5.2259,1.3976,3.0605,15.399,0.492051709,-1.023118159,0.53531112,0.945940853,Stable
55114,ARHGAP17,Rho GTPase activating protein 17,5.8807,4.2012,5.1674,3.3825,3.2396,6.0358,1.204725902,0.268704944,0.462633923,0.938881762,Stable
55127,HEATR1,HEAT repeat containing 1,1.6701,1.21,1.5927,1.2828,1.7999,2.6559,0.779423553,-0.359520567,0.406967454,0.938881762,Stable
55129,ANO10,anoctamin 10,1.3026,1.3627,0.6647,0.894,1.5242,2.5109,0.67557972,-0.565802073,0.384805694,0.938881762,Stable
55131,RBM28,RNA binding motif protein 28,0.6123,0.6793,1.516,0.5272,1.2675,1.139,0.957016737,-0.06338394,0.915246078,0.998814086,Stable
55132,LARP1B,La ribonucleoprotein 1B,0.5663,0.5003,0.2838,0.4883,0.6289,0.5454,0.812221821,-0.300054307,0.35485538,0.938881762,Stable
55140,ELP3,elongator acetyltransferase complex subunit 3,2.4929,3.5072,7.8712,1.5385,6.108,9.2284,0.822007834,-0.282775951,0.738113679,0.982873183,Stable
55147,RBM23,RNA binding motif protein 23,2.4549,2.326,1.0412,1.6741,0.7671,1.099,1.644568103,0.717708753,0.235755728,0.938881762,Stable
55148,UBR7,ubiquitin protein ligase E3 component n-recognin 7,2.5835,2.7022,0.3035,2.4933,0.2707,3.1758,0.940974444,-0.087772554,0.925559705,0.998814086,Stable
55153,SDAD1,SDA1 domain containing 1,0.4965,16.0664,0.7184,0.4375,0.9624,2.7495,4.16477081,2.058237105,0.485835412,0.938881762,Stable
55154,MSTO1,misato mitochondrial distribution and morphology regulator 1,0.5133,0.5144,0.3618,0.1869,0.6282,0.1615,1.422793365,0.508726151,0.465206513,0.938881762,Stable
55157,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial",3.3173,4.1006,3.0107,2.1804,3.1546,3.9588,1.122102907,0.166204991,0.573368793,0.954701392,Stable
55161,TMEM33,transmembrane protein 33,26.5136,19.4164,13.0132,29.7542,26.3914,19.6942,0.777206691,-0.363629774,0.31815218,0.938881762,Stable
55163,PNPO,pyridoxamine 5'-phosphate oxidase,5.9588,5.3614,5.2259,3.5952,5.296,5.4498,1.153761941,0.20634558,0.343773068,0.938881762,Stable
55165,CEP55,centrosomal protein 55,1.9561,0.2633,0.164,0.3041,1.3007,0.1632,1.348076923,0.430902821,0.781693931,0.992752862,Stable
55168,MRPS18A,mitochondrial ribosomal protein S18A,0.4952,0.6666,0.6451,0.00012,2.8613,0.7434,0.501245555,-0.996410558,0.557011178,0.948764177,Stable
55174,INTS10,integrator complex subunit 10,0.00012,0.00012,0.9057,0.0228,0.6542,1.0077,0.537745593,-0.895004299,0.567631191,0.953604594,Stable
55176,SEC61A2,SEC61 translocon subunit alpha 2,2.0672,1.879,1.9003,1.8243,1.839,1.0947,1.228772594,0.297217944,0.275276832,0.938881762,Stable
55177,RMDN3,regulator of microtubule dynamics 3,2.1486,1.3379,1.8562,1.5891,1.0622,2.5081,1.035527387,0.050365709,0.907265103,0.998814086,Stable
55181,SMG8,SMG8 nonsense mediated mRNA decay factor,1.2728,0.3772,0.4965,0.3291,0.5178,0.6898,1.396824364,0.482150628,0.553919449,0.948764177,Stable
55183,RIF1,replication timing regulatory factor 1,0.9687,0.7981,0.5362,0.2205,0.5686,2.1845,0.774482109,-0.368696182,0.749750709,0.985010049,Stable
55191,NADSYN1,NAD synthetase 1,0.1074,1.1425,0.8172,1.0432,0.91,0.3665,0.891106609,-0.166330054,0.832188124,0.996785219,Stable
55192,DNAJC17,DnaJ heat shock protein family (Hsp40) member C17,0.1395,2.4782,0.1735,0.2052,0.2566,0.1384,4.65044985,2.217370279,0.445008424,0.938881762,Stable
55201,MAP1S,microtubule associated protein 1S,4.4883,0.8109,4.7796,1.5845,3.6463,5.2168,0.964700027,-0.051847688,0.944460119,0.998814086,Stable
55204,GOLPH3L,golgi phosphoprotein 3 like,4.9492,5.089,3.3274,2.6466,4.3517,3.092,1.324598872,0.405555535,0.225798457,0.938881762,Stable
55207,ARL8B,ADP ribosylation factor like GTPase 8B,10.9757,11.3521,13.5293,9.2907,10.5668,9.6157,1.216600166,0.282855106,0.098703657,0.938881762,Stable
55210,ATAD3A,ATPase family AAA domain containing 3A,5.6155,5.6241,5.6337,3.6784,4.8253,4.7651,1.271652297,0.346704254,0.084200555,0.938881762,Stable
