,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation
3893,CNGA3,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
3894,CNGA4,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
3895,CNGB1,3.034216708,0.776427206,1.500142758,0.51756888,0.604759099,NA,Not Significant
3896,CNGB3,0.450349653,-2.147404982,3.866240571,-0.555424564,0.578604295,NA,Not Significant
3897,CNIH1,4770.964511,-0.027003493,0.048467261,-0.557149139,0.577425537,0.729778621,Not Significant
3898,CNIH2,12.58484784,0.741675871,0.748340449,0.99109419,0.32163959,0.485030033,Not Significant
3899,CNIH3,104.0963574,-0.160832172,0.260897602,-0.616457075,0.537592894,0.695365924,Not Significant
3900,CNIH3-AS1,1.152002851,-1.731990562,2.591083662,-0.668442547,0.503851144,NA,Not Significant
3901,CNIH3-AS2,5.094824131,-1.903137994,1.270118891,-1.498393582,0.134031023,0.243116453,Not Significant
3902,CNIH4,2524.524858,0.118300691,0.058650315,2.017051237,0.043690167,0.094037558,Not Significant
3903,CNKSR1,2.764613101,1.062385292,1.592608793,0.667072351,0.50472592,NA,Not Significant
3904,CNKSR2,0,NA,NA,NA,NA,NA,Not Significant
3905,CNKSR3,3973.638266,3.72330454,0.061761837,60.2848739,0,0,Up
3906,CNMD,0,NA,NA,NA,NA,NA,Not Significant
3907,CNN1,8.735536677,-0.461617236,0.962229373,-0.479737211,0.631414265,0.769905929,Not Significant
3908,CNN2,12371.15905,-0.012891844,0.034965629,-0.368700464,0.712351003,0.829491286,Not Significant
3909,CNN3,19847.48857,0.584296335,0.031842108,18.34980074,3.31E-75,9.97E-74,Not Significant
3910,CNN3-DT,90.74188253,-0.167843829,0.280402985,-0.598580751,0.549452495,0.704763404,Not Significant
3911,CNNM1,0.667558772,-2.717785921,3.302604406,-0.82292203,0.410552334,NA,Not Significant
3912,CNNM2,1261.134493,0.140366152,0.078527424,1.787479391,0.07386004,0.147417403,Not Significant
3913,CNNM3,1369.211253,-0.081822882,0.076799665,-1.06540675,0.286691904,0.445283408,Not Significant
3914,CNNM3-DT,5.760272192,0.151764687,1.103700493,0.137505318,0.89063139,0.943062633,Not Significant
3915,CNNM4,476.4569063,0.191782461,0.125325586,1.53027381,0.125948968,0.230988057,Not Significant
3916,CNOT1,9886.228179,0.140367577,0.043394506,3.234685457,0.001217768,0.003732431,Not Significant
3917,CNOT10,1119.387225,-0.335319798,0.083490532,-4.016261351,5.91E-05,0.000221533,Not Significant
3918,CNOT11,2531.84051,0.240351208,0.058402909,4.115397884,3.87E-05,0.000147895,Not Significant
3919,CNOT2,3235.42702,0.148242412,0.053263827,2.783172397,0.005383019,0.014542785,Not Significant
3920,CNOT3,2846.081375,0.178843579,0.057818716,3.093177974,0.001980253,0.005838947,Not Significant
3921,CNOT4,1377.535953,0.642620213,0.077151251,8.329355738,8.13E-17,6.97E-16,Not Significant
3922,CNOT6,2921.316185,0.066357624,0.055241517,1.201227405,0.229663002,0.374948647,Not Significant
3923,CNOT6L,3457.139957,-0.495656767,0.053024533,-9.347687509,8.96E-21,8.96E-20,Not Significant
3924,CNOT7,4287.673865,0.128549592,0.053150726,2.418585797,0.015580971,0.037884247,Not Significant
3925,CNOT8,3009.165035,-0.108059603,0.057153377,-1.890694995,0.058665071,0.121197039,Not Significant
3926,CNOT9,3856.142458,0.377863178,0.050955115,7.41560839,1.21E-13,9.00E-13,Not Significant
3927,CNP,7276.186594,0.283560668,0.041345839,6.858263721,6.97E-12,4.72E-11,Not Significant
3928,CNPPD1,2401.336667,-0.057261023,0.060058234,-0.953425021,0.340374769,0.505843662,Not Significant
3929,CNPY1,0,NA,NA,NA,NA,NA,Not Significant
3930,CNPY2,3856.218404,-0.000211331,0.049544792,-0.004265458,0.996596667,0.998077809,Not Significant
3931,CNPY2-AS1,139.9928665,0.199704996,0.224558502,0.889322801,0.373829621,0.541072207,Not Significant
3932,CNPY3,2215.115981,-0.023276822,0.061818153,-0.376537005,0.70651771,0.826108466,Not Significant
3933,CNPY3-GNMT,452.935201,-0.075701487,0.128185639,-0.590561378,0.554814349,0.709125505,Not Significant
3934,CNPY4,1356.728092,-0.0949064,0.076438232,-1.241609036,0.214380846,0.356131108,Not Significant
3935,CNR1,2.189216915,-0.757476115,1.828147193,-0.414340879,0.67862448,NA,Not Significant
3936,CNR2,0,NA,NA,NA,NA,NA,Not Significant
3937,CNRIP1,3378.907658,-0.224411329,0.053040604,-4.23093465,2.33E-05,9.16E-05,Not Significant
3938,CNST,824.3403086,0.162909713,0.098027903,1.661870835,0.096538676,0.185110948,Not Significant
3939,CNTD1,830.5928762,0.058522479,0.100497705,0.582326524,0.560346763,0.71417338,Not Significant
3940,CNTF,19.06732105,-0.307574888,0.605188184,-0.50823016,0.611291942,0.756020999,Not Significant
3941,CNTFR,0,NA,NA,NA,NA,NA,Not Significant
3942,CNTFR-AS1,0,NA,NA,NA,NA,NA,Not Significant
3943,CNTLN,1002.72491,0.152421834,0.087972391,1.732609892,0.08316503,0.163487996,Not Significant
3944,CNTN1,0.900699306,-3.147409635,2.934501677,-1.07255336,0.28347156,NA,Not Significant
3945,CNTN2,0.48444408,0.23110302,3.888820875,0.05942753,0.952611586,NA,Not Significant
3946,CNTN3,0.968888159,0.157282771,2.865463846,0.054889114,0.956226805,NA,Not Significant
3947,CNTN4,0,NA,NA,NA,NA,NA,Not Significant
3948,CNTN4-AS1,0,NA,NA,NA,NA,NA,Not Significant
3949,CNTN4-AS2,0,NA,NA,NA,NA,NA,Not Significant
3950,CNTN5,0,NA,NA,NA,NA,NA,Not Significant
3951,CNTN6,0,NA,NA,NA,NA,NA,Not Significant
3952,CNTNAP1,4057.719859,0.453456115,0.050933977,8.902821646,5.44E-19,5.12E-18,Not Significant
3953,CNTNAP2,0,NA,NA,NA,NA,NA,Not Significant
3954,CNTNAP2-AS1,0,NA,NA,NA,NA,NA,Not Significant
3955,CNTNAP3,1354.605962,-0.674154711,0.077132041,-8.740267996,2.33E-18,2.14E-17,Not Significant
3956,CNTNAP3B,3433.965444,-0.628022278,0.053128943,-11.82071857,3.05E-32,4.43E-31,Not Significant
3957,CNTNAP3C,463.8021314,-0.622440464,0.126314939,-4.927686839,8.32E-07,3.83E-06,Not Significant
3958,CNTNAP3P2,1446.59461,-0.663000858,0.075495779,-8.781959305,1.61E-18,1.49E-17,Not Significant
3959,CNTNAP4,0,NA,NA,NA,NA,NA,Not Significant
3960,CNTNAP5,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
3961,CNTNAP5-DT,0,NA,NA,NA,NA,NA,Not Significant
3962,CNTRL,1275.535102,-0.571272837,0.085742515,-6.662655488,2.69E-11,1.75E-10,Not Significant
3963,CNTROB,2083.749467,0.155405952,0.064674589,2.402890441,0.01626606,0.039357273,Not Significant
3964,COA1,2962.47077,-0.195938898,0.057022815,-3.436149163,0.000590046,0.001912556,Not Significant
3965,COA3,1365.93178,0.080616463,0.078699617,1.024356482,0.305666929,0.466838563,Not Significant
3966,COA4,1963.959513,0.038161418,0.066475921,0.574063772,0.565924647,0.719241967,Not Significant
3967,COA5,611.4863754,-0.366042364,0.11292003,-3.241607048,0.001188578,0.003646518,Not Significant
3968,COA6,781.8889018,0.177829022,0.097859389,1.817189182,0.069188151,0.139515019,Not Significant
3969,COA6-AS1,156.0540034,0.151998272,0.217595662,0.698535396,0.48484243,0.649439654,Not Significant
3970,COA7,2278.459074,0.25175967,0.062124642,4.052492908,5.07E-05,0.000191188,Not Significant
3971,COA8,1595.133008,-0.116757378,0.070836868,-1.64825721,0.099299902,0.189749903,Not Significant
3972,COASY,2645.636349,-0.121753121,0.057775912,-2.107333609,0.035088672,0.077769654,Not Significant
3973,COBL,0.48444408,0.23110302,3.888820875,0.05942753,0.952611586,NA,Not Significant
3974,COBLL1,1662.930324,0.922550588,0.071098763,12.97562084,1.68E-38,2.84E-37,Not Significant
3975,COCH,13.34916944,0.078831731,0.721504992,0.109260132,0.912996167,0.955860062,Not Significant
3976,COG1,2071.814857,0.102493395,0.06596825,1.55367763,0.120261332,0.222525331,Not Significant
3977,COG2,1061.495235,-0.027340365,0.085016111,-0.321590402,0.747763016,0.85218607,Not Significant
3978,COG3,1473.403276,0.365667845,0.074259241,4.924206591,8.47E-07,3.89E-06,Not Significant
3979,COG4,2611.602285,-0.244170369,0.058517288,-4.172619378,3.01E-05,0.000116831,Not Significant
3980,COG5,2977.945155,0.159584354,0.057026451,2.798426902,0.005135219,0.013951233,Not Significant
3981,COG6,1283.393599,0.065370074,0.077945296,0.838666059,0.40165673,0.568654549,Not Significant
3982,COG7,859.8330277,-0.061581079,0.097435059,-0.632021771,0.527372651,0.686918206,Not Significant
3983,COG8,1020.171591,-0.418714546,0.087327655,-4.794753141,1.63E-06,7.25E-06,Not Significant
3984,COIL,1140.442513,0.185990493,0.082238894,2.261587984,0.023722871,0.055028661,Not Significant
3985,COL10A1,0.824605187,1.414549596,3.159748284,0.447677938,0.654385646,NA,Not Significant
3986,COL11A1,1.93791337,-1.315553638,1.985716077,-0.662508429,0.507645435,NA,Not Significant
3987,COL11A2,25.68849212,1.233380624,0.537467233,2.294801523,0.021744501,0.05096587,Not Significant
3988,COL12A1,132.4178317,0.450578974,0.241777568,1.863609509,0.062376561,0.127759548,Not Significant
3989,COL13A1,4834.659484,0.034706578,0.049027687,0.707897521,0.479008899,0.644646213,Not Significant
3990,COL14A1,2.086796584,-1.591549279,1.962132195,-0.811132544,0.417289558,NA,Not Significant
3991,COL15A1,1.183865683,-1.776107593,2.770836075,-0.641000602,0.521522292,NA,Not Significant
3992,COL16A1,75.7180929,-0.527524095,0.320470035,-1.646094914,0.099744219,0.190386842,Not Significant
3993,COL17A1,435.7550061,-0.081104505,0.129870461,-0.624503097,0.532297237,0.690885991,Not Significant
3994,COL18A1,35922.39844,0.002304479,0.031948195,0.072131737,0.94249707,0.969789754,Not Significant
3995,COL18A1-AS1,2.372331607,-1.714874984,1.811589648,-0.946613371,0.343835828,NA,Not Significant
3996,COL18A1-AS2,0.971256806,-1.2243598,2.770004661,-0.442006404,0.658484572,NA,Not Significant
3997,COL19A1,0,NA,NA,NA,NA,NA,Not Significant
3998,COL1A1,13493.1686,0.22825282,0.045651165,4.999934202,5.73E-07,2.67E-06,Not Significant
3999,COL1A2,10789.62643,0.122748599,0.082636553,1.485403183,0.137437053,0.24810202,Not Significant
4000,COL1A2-AS1,0,NA,NA,NA,NA,NA,Not Significant
4001,COL20A1,0,NA,NA,NA,NA,NA,Not Significant
4002,COL21A1,53.7568908,-0.36671022,0.364720576,-1.005455256,0.314677684,0.476694921,Not Significant
4003,COL22A1,3.424403658,1.480253839,1.458862706,1.014662883,0.310266553,0.471818795,Not Significant
4004,COL23A1,0,NA,NA,NA,NA,NA,Not Significant
4005,COL24A1,3.222868019,-1.649485861,1.607329021,-1.026227884,0.304784181,NA,Not Significant
4006,COL25A1,157.6775698,0.199464152,0.211824043,0.941650198,0.34637176,0.512374941,Not Significant
4007,COL25A1-DT,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
4008,COL26A1,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
4009,COL27A1,4664.593426,1.795835216,0.058025986,30.94880984,2.64E-210,2.45E-208,Up
4010,COL28A1,4.88814686,-1.203708417,1.338537097,-0.899271615,0.368508003,0.535382228,Not Significant
4011,COL2A1,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
4012,COL3A1,1606.107353,0.217409917,0.081254204,2.675675916,0.007457872,0.019625542,Not Significant
4013,COL4A1,97242.84265,0.557140959,0.037445479,14.87872427,4.53E-50,9.58E-49,Not Significant
4014,COL4A2,95651.52763,0.309215804,0.032260285,9.585030283,9.24E-22,9.60E-21,Not Significant
4015,COL4A2-AS1,2482.887918,0.294021403,0.060480111,4.861456083,1.17E-06,5.29E-06,Not Significant
4016,COL4A2-AS2,768.4108152,0.244652209,0.102583697,2.384903405,0.017083606,0.041145454,Not Significant
4017,COL4A3,3.087547575,-0.997326081,1.701357185,-0.586194416,0.557744874,NA,Not Significant
4018,COL4A4,3.733638311,0.082846669,1.351997982,0.061277213,0.951138438,0.973498222,Not Significant
4019,COL4A5,4951.416737,0.014876859,0.054199324,0.274484215,0.783712532,0.876539913,Not Significant
4020,COL4A6,1227.012815,0.040061729,0.082549128,0.485307717,0.627458082,0.767512421,Not Significant
4021,COL5A1,22553.80095,0.105593294,0.037473836,2.817787172,0.004835585,0.013205648,Not Significant
4022,COL5A1-AS1,0.555001579,2.742716084,3.581333669,0.765836512,0.443773586,NA,Not Significant
4023,COL5A2,16155.46631,0.372927244,0.039007804,9.560324098,1.17E-21,1.21E-20,Not Significant
4024,COL5A3,121.2573833,0.389527492,0.250971585,1.552078064,0.120643546,0.223079422,Not Significant
4025,COL6A1,1448.627215,-0.090622991,0.075577477,-1.199074033,0.23049916,0.375890938,Not Significant
4026,COL6A2,489.8403255,0.35230478,0.128251794,2.746977408,0.006014728,0.016120154,Not Significant
4027,COL6A3,1545.860554,0.262095579,0.083473033,3.139883256,0.001690152,0.005048248,Not Significant
4028,COL6A4P1,0,NA,NA,NA,NA,NA,Not Significant
4029,COL6A4P2,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
4030,COL6A5,0.651627356,-2.686890834,3.618119704,-0.742620768,0.457711311,NA,Not Significant
4031,COL6A6,0.788142114,1.277432602,3.020382431,0.42293737,0.672340957,NA,Not Significant
4032,COL7A1,11.48498154,0.086082842,0.789802779,0.108992833,0.913208175,0.955860062,Not Significant
4033,COL8A1,26957.46496,1.194072521,0.038203061,31.2559383,1.85E-214,1.79E-212,Up
4034,COL8A2,65.25190284,1.440702979,0.340457022,4.231673568,2.32E-05,9.14E-05,Up
4035,COL9A1,0,NA,NA,NA,NA,NA,Not Significant
4036,COL9A2,28.73536755,0.272955036,0.494093824,0.552435635,0.580649921,0.732528933,Not Significant
4037,COL9A3,27.56127989,-0.270556948,0.510693967,-0.529782933,0.59626244,0.745349928,Not Significant
4038,COLCA1,0.555001579,2.742716084,3.581333669,0.765836512,0.443773586,NA,Not Significant
4039,COLEC10,3.277614988,5.308854591,1.977029323,2.685268513,0.007247156,0.019105678,Up
4040,COLEC11,2.712492714,-1.03739706,1.721287405,-0.60268672,0.546717118,NA,Not Significant
4041,COLEC12,586.7953132,0.515026032,0.113290538,4.546063949,5.47E-06,2.30E-05,Not Significant
4042,COLGALT1,21901.89144,1.242615685,0.034713425,35.79640134,1.26E-280,1.69E-278,Up
4043,COLGALT2,2.672724617,1.59804122,1.767259226,0.904248339,0.365863733,NA,Not Significant
4044,COLQ,28.10442507,-0.297307539,0.518234568,-0.57369299,0.566175573,0.719463948,Not Significant
4045,COMETT,3.796169661,-1.282337207,1.392285406,-0.921030416,0.357034547,0.523835757,Not Significant
4046,COMMD1,2506.577695,0.114128591,0.05950096,1.918096635,0.055098759,0.11468322,Not Significant
4047,COMMD10,1227.681128,0.13395025,0.080488092,1.664224445,0.096067585,0.184357525,Not Significant
4048,COMMD2,1601.693284,0.337881211,0.070650311,4.782444785,1.73E-06,7.68E-06,Not Significant
4049,COMMD3,1067.585238,-0.025772598,0.085213132,-0.302448666,0.762310061,0.861892751,Not Significant
4050,COMMD3-BMI1,1361.799897,-0.164144016,0.079333785,-2.069030438,0.038543231,0.084268097,Not Significant
4051,COMMD4,2701.783131,-0.022549953,0.058410183,-0.386062005,0.699450748,0.821183294,Not Significant
4052,COMMD4P1,14.82869084,0.621397728,0.687427411,0.903946683,0.366023674,0.532510962,Not Significant
4053,COMMD4P2,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
4054,COMMD5,1077.747744,0.274776246,0.085032518,3.231425502,0.001231744,0.003772204,Not Significant
4055,COMMD5P1,0.683490187,-2.746810951,3.276056774,-0.838450351,0.401777821,NA,Not Significant
4056,COMMD6,2087.230167,0.066106531,0.068974216,0.958423817,0.33784909,0.502975513,Not Significant
4057,COMMD7,2980.433486,-0.036070665,0.055208339,-0.653355372,0.513527203,0.675019595,Not Significant
4058,COMMD8,1002.633033,0.108855425,0.089568854,1.215326758,0.22424149,0.367848064,Not Significant
4059,COMMD9,1559.94653,-0.090836573,0.073869881,-1.22968349,0.218815652,0.361502034,Not Significant
4060,COMP,0.233140534,-1.183509241,4.991306719,-0.237114108,0.812568268,NA,Not Significant
4061,COMT,5896.819836,-0.114517195,0.043063208,-2.659281558,0.007830749,0.020495294,Not Significant
4062,COMTD1,285.8259779,-0.232540488,0.15899812,-1.462536087,0.143594363,0.257468254,Not Significant
4063,COP1,2329.886725,0.127551839,0.061847764,2.062351681,0.039174266,0.08548925,Not Significant
4064,COPA,16614.59165,0.303916543,0.037556518,8.092244877,5.86E-16,4.85E-15,Not Significant
4065,COPB1,12163.58886,0.411010365,0.036897631,11.13920743,8.08E-29,1.06E-27,Not Significant
4066,COPB2,10811.10385,0.224841323,0.038099651,5.901401111,3.60E-09,2.03E-08,Not Significant
4067,COPB2-DT,9.260786136,-1.642637747,0.92933191,-1.76754691,0.07713668,0.152976128,Not Significant
4068,COPE,6361.299917,0.131063023,0.042468406,3.086130027,0.002027801,0.005967954,Not Significant
4069,COPG1,11103.88311,0.349992046,0.037849905,9.246840905,2.31E-20,2.29E-19,Not Significant
4070,COPG2,1833.987318,-0.174739453,0.067991563,-2.570016703,0.010169361,0.025919543,Not Significant
4071,COPG2IT1,0.685721783,-0.696826356,3.353409094,-0.207796405,0.835387939,NA,Not Significant
4072,COPRS,1591.778983,0.116190754,0.071692939,1.620672202,0.105087958,0.198996347,Not Significant
4073,COPS2,5202.974674,-0.098392666,0.046253228,-2.127260505,0.033398444,0.074522451,Not Significant
4074,COPS3,3174.057831,0.003772439,0.05729017,0.065847924,0.947498901,0.9719681,Not Significant
4075,COPS4,2392.786048,0.010125353,0.060108339,0.168451721,0.866227922,0.927887113,Not Significant
4076,COPS5,2924.728845,0.069749392,0.056165447,1.241855917,0.214289727,0.356073851,Not Significant
4077,COPS6,8227.910826,-0.097416578,0.039066789,-2.493590619,0.01264583,0.031448731,Not Significant
4078,COPS7A,2321.709188,0.199913418,0.062592986,3.193862955,0.001403827,0.004254323,Not Significant
4079,COPS7B,1566.985532,0.007052801,0.072306795,0.097539955,0.922297606,0.960158422,Not Significant
4080,COPS8,5231.703517,0.095396027,0.046212945,2.064270663,0.038992061,0.085121162,Not Significant
4081,COPS9,2389.265041,0.147369034,0.06286778,2.344110664,0.019072511,0.045396764,Not Significant
4082,COPZ1,7145.191428,0.101523571,0.041126943,2.468541617,0.013566488,0.033504252,Not Significant
4083,COPZ2,330.4146041,0.00728572,0.149419411,0.048760196,0.961110403,0.978445797,Not Significant
4084,COQ10A,263.8587548,-0.548119628,0.178093615,-3.077705106,0.002086012,0.006125896,Not Significant
4085,COQ10B,1075.381601,0.732909716,0.088384066,8.292328597,1.11E-16,9.47E-16,Not Significant
4086,COQ2,1134.377835,-0.079407602,0.082466259,-0.962910195,0.335592593,0.500586582,Not Significant
4087,COQ3,355.7476296,-0.286494593,0.143455707,-1.997094429,0.045814926,0.097930897,Not Significant
4088,COQ4,1519.593944,0.039944856,0.074827213,0.53382793,0.593460588,0.743816552,Not Significant
4089,COQ5,1303.058961,-0.119184796,0.079574679,-1.497772875,0.134192271,0.243268616,Not Significant
4090,COQ6,461.5352789,-0.172433488,0.128850757,-1.338241946,0.18081758,0.310461925,Not Significant
4091,COQ7,765.2187814,-0.198913419,0.100976778,-1.969892712,0.048850668,0.103598337,Not Significant
4092,COQ7-DT,31.18157785,-0.533979585,0.477954087,-1.117219414,0.263900522,0.418071773,Not Significant
4093,COQ8A,749.8174285,-0.446919859,0.101870955,-4.387117578,1.15E-05,4.68E-05,Not Significant
4094,COQ8B,580.6564679,-0.412935808,0.113255435,-3.646057325,0.000266295,0.000909402,Not Significant
4095,COQ9,1635.708006,-0.118678222,0.07652728,-1.550796293,0.120950509,0.223537487,Not Significant
4096,CORIN,8.142998596,0.296782604,0.947739003,0.313148032,0.754168198,0.856588344,Not Significant
4097,CORO1A,114.5336024,-0.31452733,0.259901532,-1.210178822,0.226210283,0.370401425,Not Significant
4098,CORO1A-AS1,7.961857563,-0.541161853,0.942989369,-0.573879061,0.566049644,0.719352373,Not Significant
4099,CORO1B,7203.221955,-0.058159578,0.04028464,-1.443715974,0.148818886,0.26497261,Not Significant
4100,CORO1C,12724.32706,0.135306686,0.035768537,3.782840969,0.000155048,0.000548249,Not Significant
4101,CORO2A,85.98457285,-1.152699862,0.295089199,-3.906276017,9.37E-05,0.000342996,Down
4102,CORO2B,549.7948156,0.630954777,0.11776735,5.357637563,8.43E-08,4.23E-07,Not Significant
4103,CORO6,162.7669906,-0.00554557,0.212799663,-0.026060049,0.979209442,0.98864104,Not Significant
4104,CORO7,1426.119454,0.395024193,0.076106218,5.190432586,2.10E-07,1.02E-06,Not Significant
4105,CORO7-PAM16,1228.157123,0.338825286,0.080116963,4.229132932,2.35E-05,9.23E-05,Not Significant
